Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
29330	-798.939	-812.544	13.6045	2.456531	16.0849	0.0238646	0.0681751	0.0292835	0.00318376	0.0847277	0.00523003	0.00954727	0.0344051	0.0503366	0.0229191	0.0292573	0.00513581	0.0174027	0.00601199	0.00846932	0.072151	0.0442241	0.218027	0.0909111	0.0703882	0.0818115	0.0287497	0.0656585	0.113768	0.061706	0.100586	0.0607659	0.099656	0.0630496	0.139009	0.0267014	0.0673696	0.0232452	0.152177	0.15878	0.106436	0.156765	0.342296	0.696174	1.07812	1.88341	2.399886
29340	-797.46	-816.598	19.1381	2.621702	18.59936	0.0170174	0.0571818	0.0576168	0.0127096	0.136957	0.00998467	0.00261818	0.0354865	0.0386043	0.0129238	0.0129361	0.0136803	0.0505263	0.00506886	0.0140419	0.0961094	0.0771894	0.064362	0.041052	0.0668577	0.0739455	0.042368	0.0936771	0.01666	0.0715727	0.112375	0.0498576	0.0827374	0.0631722	0.131037	0.0223717	0.0824893	0.0276034	0.078735	0.0884654	0.0284673	0.142492	0.357699	0.708169	1.07988	1.85425	2.030949
29350	-803.999	-821.055	17.0561	1.428183	13.5371	0.0726817	0.0575204	0.03568	0.0202301	0.0661474	0.0245063	0.0016362	0.0658614	0.0142905	0.0319986	0.00440312	0.0128832	0.0423192	0.00272708	0.0341134	0.087007	0.0699459	0.154673	0.0708368	0.12447	0.023722	0.0325144	0.126317	0.0197262	0.103144	0.124473	0.0414114	0.048436	0.0405198	0.136132	0.0176964	0.0342545	0.0399642	0.105819	0.165929	0.0537194	0.131149	0.214012	0.576149	1.04591	2.16393	2.23886
29360	-791.035	-815.811	24.7759	1.416783	21.02994	0.00589538	0.0834823	0.0493475	0.0335953	0.0367496	0.0117941	0.00132557	0.040071	0.0360363	0.0406888	0.00414372	0.0193093	0.0204127	0.00464053	0.0509575	0.0224543	0.0445613	0.111806	0.076851	0.0681434	0.0231787	0.0553657	0.036642	0.00579896	0.0483421	0.0716069	0.0758337	0.0303027	0.0645593	0.0988645	0.0986165	0.0453632	0.0685685	0.0508801	0.0624678	0.0634781	0.116267	0.212176	0.574092	1.04514	2.1686	1.778402
29370	-792.326	-815.237	22.9112	2.191997	16.35207	0.0124281	0.0651211	0.0320323	0.0147018	0.0352675	0.0141155	0.00103933	0.0231842	0.0328389	0.0277202	0.00936783	0.0170415	0.0284954	0.00109521	0.0476007	0.00748689	0.0607662	0.164109	0.0628983	0.109805	0.0307184	0.0192205	0.0387928	0.00895099	0.0471138	0.104723	0.0466693	0.061469	0.0494091	0.125316	0.0791422	0.043499	0.0605503	0.047919	0.0736075	0.0472918	0.190207	0.315164	0.673992	1.07413	1.93672	1.841713
29380	-787.238	-816.279	29.0411	0.9956288	22.24958	0.0171569	0.064099	0.0449397	0.0210537	0.0839741	0.00177201	0.00155279	0.0253688	0.0124616	0.0426873	0.0113768	0.01115	0.0531916	0.000400928	0.0199775	0.0192282	0.0234431	0.0369497	0.067691	0.0824359	0.0632977	0.0522354	0.0666012	0.00628713	0.00990332	0.0843801	0.0446231	0.0631168	0.0439726	0.154175	0.0801881	0.0353943	0.0322165	0.0482412	0.0558141	0.038538	0.0710408	0.136081	0.475434	0.999272	2.38921	1.590935
29390	-798.462	-824.07	25.6076	1.120001	15.6875	0.0455219	0.0708839	0.0389118	0.00355906	0.0971327	0.00856801	0.00082699	0.0427141	0.0566668	0.0608269	0.0213522	0.0100514	0.050691	0.00126948	0.049819	0.0173605	0.0439688	0.125351	0.0440379	0.0259956	0.027153	0.0517928	0.0601693	0.00333529	0.0123074	0.0694595	0.135905	0.0315272	0.0389707	0.0704667	0.0710684	0.048557	0.0632236	0.0382041	0.102163	0.030346	0.0566445	0.160256	0.510071	1.01735	2.31232	1.726803
29400	-797.186	-820.971	23.7853	0.703188	19.1798	0.0357143	0.0602408	0.0539646	0.00329377	0.0772224	0.0119842	0.00988897	0.0507404	0.0563483	0.0574861	0.0123502	0.0135909	0.0290159	0.00305441	0.0445404	0.0149927	0.0414768	0.102078	0.073106	0.0723308	0.0225351	0.0383225	0.0669214	0.00148476	0.0043325	0.0929434	0.138418	0.0307421	0.0426852	0.100281	0.12867	0.0390281	0.0700134	0.0656562	0.128806	0.0293881	0.0567977	0.0748694	0.365031	0.926044	2.63406	1.880445
29410	-796.524	-819.058	22.5345	1.457369	17.05964	0.0498725	0.0167202	0.0280522	0.00417696	0.0896591	0.0122719	0.00748961	0.0410938	0.0126041	0.02662	0.00846981	0.00891239	0.0401347	0.00441781	0.0440327	0.0352999	0.0201121	0.0642953	0.0636637	0.051529	0.109003	0.0827123	0.0710165	0.00105756	0.00383128	0.102284	0.0660563	0.120393	0.0407299	0.0889066	0.153509	0.0183609	0.050264	0.0714889	0.152361	0.093064	0.0595857	0.218661	0.581303	1.04782	2.15222	1.914052
29420	-802.458	-819.916	17.4582	2.493916	18.17644	0.0298562	0.0202463	0.007845	0.00901187	0.13035	0.0292089	0.0192128	0.0401574	0.00974642	0.0617274	0.0653651	0.0111292	0.0246753	0.00484903	0.0470856	0.0213368	0.082554	0.0957023	0.0779496	0.105924	0.0709709	0.134019	0.0719445	0.000799829	0.010988	0.146371	0.0788747	0.0809464	0.0393385	0.0722105	0.0843465	0.0451888	0.0797553	0.053202	0.0811021	0.149301	0.042194	0.345879	0.699001	1.07856	1.87656	2.135487
29430	-802.961	-819.621	16.6598	1.803154	12.74173	0.0256414	0.00651982	0.0186716	0.0153362	0.10704	0.0394561	0.0191883	0.0108198	0.0126215	0.0586397	0.0694472	0.0181908	0.00744316	0.00773757	0.0460518	0.0443815	0.121057	0.0718709	0.074828	0.0908993	0.0516637	0.062519	0.0755487	0.0025872	0.0653833	0.118712	0.114197	0.111777	0.0503968	0.0763582	0.172526	0.0401034	0.0585572	0.0653935	0.134158	0.0787361	0.0724852	0.268589	0.632304	1.06418	2.03493	2.216943
29440	-806.846	-821.27	14.4241	1.74255	11.69197	0.0339814	0.00702761	0.00789733	0.010398	0.145854	0.0230046	0.033969	0.00439082	0.0111815	0.0501284	0.0404197	0.033114	0.0215818	0.00455006	0.0246171	0.0122232	0.198285	0.120142	0.0818309	0.0943242	0.199485	0.0155408	0.0707147	0.00308728	0.0431765	0.0719345	0.130481	0.0740784	0.0571037	0.0993283	0.126749	0.0955738	0.0278343	0.050507	0.155547	0.0631274	0.115066	0.260479	0.624511	1.06198	2.05303	2.358255
29450	-805.739	-822.72	16.9816	1.603034	16.7255	0.0351683	0.0090374	0.0242738	0.00417481	0.0399084	0.0332076	0.0202533	0.00859664	0.00505508	0.0200352	0.0352908	0.0351846	0.0320769	0.00349502	0.0135307	0.0199237	0.132497	0.0682728	0.103465	0.0434046	0.0814838	0.0395826	0.181855	0.00572388	0.0858573	0.0605991	0.136239	0.0807086	0.126729	0.196543	0.0811235	0.0267306	0.0784241	0.0626596	0.16658	0.0151299	0.122993	0.240809	0.604854	1.05594	2.0984	2.235814
29460	-805.767	-819.239	13.4719	1.151377	12.00137	0.032618	0.0275453	0.0559162	0.00537819	0.0486176	0.00755876	0.0626785	0.00731695	0.00278476	0.0233802	0.0322273	0.0120503	0.0607809	0.00751508	0.012087	0.0183112	0.0691919	0.0644835	0.111346	0.0484603	0.132086	0.01387	0.177183	0.00786247	0.100991	0.0478082	0.139471	0.17188	0.0207527	0.176234	0.0942438	0.103848	0.035039	0.151026	0.154292	0.0705065	0.194082	0.166131	0.51796	1.02116	2.29474	2.501425
29470	-820.983	-832.713	11.7302	1.154094	13.56872	0.0445083	0.0410127	0.0794608	0.00496209	0.108383	0.0146856	0.0462686	0.0114418	0.00143961	0.0346027	0.0305835	0.013186	0.0533559	0.0798876	0.0132561	0.0434013	0.0456574	0.119127	0.151786	0.0759827	0.172433	0.113154	0.0762972	0.0104356	0.0949501	0.109662	0.0824232	0.0950728	0.0362489	0.0971415	0.116244	0.0655179	0.0148834	0.24511	0.103281	0.046415	0.159995	0.166635	0.518629	1.02148	2.29325	2.652253
29480	-812.633	-819.071	6.43803	2.600232	11.80324	0.0468226	0.0290813	0.0526723	0.00380817	0.100503	0.00614894	0.0628051	0.00751276	0.000680452	0.0384623	0.030805	0.0110903	0.0291158	0.0578166	0.04046	0.0443607	0.0303522	0.0899405	0.086076	0.0973398	0.121752	0.108872	0.226336	0.0130602	0.15919	0.105389	0.0814189	0.0733363	0.105119	0.179313	0.168762	0.129357	0.039758	0.13356	0.279989	0.0728486	0.103849	0.355758	0.70668	1.07968	1.85788	2.967765
29490	-821.121	-821.971	0.850279	4.216473	9.450412	0.0424025	0.0371969	0.138321	0.00427463	0.0954988	0.00741296	0.0508541	0.0862158	0.000928867	0.0762034	0.032756	0.026265	0.0216501	0.0279391	0.0142396	0.0408077	0.0568161	0.177144	0.0276248	0.142349	0.101119	0.0626641	0.199911	0.054653	0.142378	0.0982235	0.0636113	0.0600818	0.113679	0.121318	0.202165	0.125054	0.040586	0.129694	0.433744	0.0991212	0.151368	0.465873	0.782377	1.08431	1.66744	3.306272
29500	-808.052	-816.958	8.90586	3.82042	16.0874	0.0676239	0.0572424	0.114637	0.00507251	0.154888	0.00951583	0.026739	0.0613961	0.000318376	0.084939	0.0299263	0.021841	0.0501429	0.0255319	0.0142285	0.0246452	0.044265	0.210823	0.0393875	0.137512	0.0861455	0.0545104	0.0639051	0.00434524	0.136048	0.115482	0.0241607	0.0975058	0.0579901	0.10135	0.154926	0.0518689	0.045645	0.0953492	0.174336	0.0829992	0.0798857	0.444217	0.768761	1.08438	1.70264	2.607127
29510	-808.99	-816.282	7.2926	1.582856	12.80797	0.0339669	0.0153516	0.13928	0.000710813	0.152391	0.0146673	0.0689073	0.024301	0.000363065	0.0784429	0.0664483	0.020088	0.0200733	0.019036	0.0639781	0.0199649	0.16338	0.214284	0.0224676	0.133125	0.0772579	0.0690134	0.148123	0.0150479	0.0620208	0.125162	0.0868983	0.146614	0.0773968	0.169409	0.130942	0.038959	0.123413	0.0512137	0.16216	0.0972047	0.115915	0.237843	0.601791	1.05494	2.10543	2.967977
29520	-800.103	-813.522	13.4193	2.476504	16.4438	0.0384592	0.0357995	0.0706137	0.00113029	0.165746	0.00667958	0.0618075	0.00659615	0.000452672	0.0722643	0.0159495	0.0131755	0.0324804	0.0176457	0.035322	0.0354687	0.0872353	0.187744	0.0236607	0.0886464	0.0479643	0.112976	0.164793	0.0153564	0.0497337	0.141227	0.0448775	0.10074	0.0257988	0.0543148	0.142121	0.0316661	0.0660698	0.0644186	0.177131	0.131618	0.0351545	0.344218	0.697693	1.07836	1.87973	2.402839
29530	-800.035	-813.882	13.8469	3.580851	13.04682	0.0600336	0.028278	0.0359517	0.0004913	0.102786	0.00454234	0.075108	0.00637358	0.00236168	0.0413962	0.0102769	0.00856663	0.0438909	0.0165134	0.0308395	0.031601	0.0872353	0.156554	0.0373378	0.0804128	0.0744835	0.0588379	0.145898	0.0394544	0.0683161	0.0967197	0.024526	0.122938	0.0844405	0.0969529	0.151845	0.121955	0.0551683	0.0810676	0.0671211	0.0916281	0.0649702	0.429741	0.759341	1.08419	1.72673	2.306872
29540	-811.189	-820.505	9.3166	3.056256	9.331813	0.0973035	0.00863098	0.0671876	0.00166228	0.0599496	0.0150098	0.0981813	0.0063093	0.00110849	0.0489565	0.0192199	0.00459182	0.0251805	0.00922522	0.113563	0.023576	0.0589551	0.23371	0.0979032	0.0965595	0.117245	0.06098	0.108994	0.0270669	0.0979087	0.0576479	0.0205548	0.0733763	0.172937	0.137398	0.0402882	0.0175125	0.097658	0.0430922	0.139623	0.0647993	0.153971	0.393568	0.734596	1.08278	1.78906	2.517836
29550	-790.478	-813.77	23.2917	1.828053	16.38219	0.0353762	0.052586	0.0423332	0.000535259	0.0753674	0.0465476	0.0340609	0.00371618	0.00122753	0.0455599	0.0143834	0.00428028	0.0275188	0.0137198	0.0333041	0.0442799	0.0605805	0.180233	0.0343827	0.118196	0.0352087	0.0443146	0.0444439	0.0379452	0.031526	0.0909315	0.0485788	0.0602648	0.0723799	0.115999	0.0239823	0.0213157	0.0829506	0.0470407	0.0837982	0.0794722	0.0527645	0.271848	0.635388	1.06502	2.02774	1.841105
29560	-791.476	-813.423	21.9471	2.702369	18.32793	0.031258	0.0713685	0.0377411	0.000460922	0.0504601	0.0205766	0.0345977	0.00499528	0.000649312	0.0644482	0.00934649	0.00525388	0.0258043	0.0133006	0.0324542	0.0202596	0.0266158	0.146057	0.0141796	0.118887	0.0351237	0.0996017	0.0871754	0.0304447	0.0418296	0.152351	0.0354863	0.052587	0.0494764	0.120855	0.0277772	0.016903	0.0482493	0.074461	0.11559	0.0566982	0.103323	0.36484	0.713593	1.08059	1.84097	1.876646
29570	-793.659	-812.407	18.7483	3.236024	16.2094	0.0232014	0.0511622	0.0583948	0.00402657	0.0884288	0.0107522	0.0539606	0.00382645	0.000870796	0.090329	0.0421957	0.00374946	0.00891985	0.0223253	0.0270883	0.0125558	0.0492906	0.107377	0.00812111	0.122616	0.0459664	0.0585339	0.132537	0.0556801	0.0637641	0.127843	0.103075	0.0830458	0.0565584	0.134533	0.00986072	0.012336	0.0712628	0.0298437	0.115584	0.0391504	0.103323	0.406735	0.743812	1.08346	1.766	2.03209
29580	-785.724	-811.357	25.6331	1.663998	17.41985	0.026037	0.0169813	0.0187699	0.00435646	0.0700047	0.00461573	0.0208046	0.00865762	0.000988901	0.0659555	0.0302389	0.00315658	0.00490452	0.00914224	0.0456398	0.00515755	0.0559746	0.105007	0.0143565	0.108825	0.0291638	0.0484812	0.0526923	0.0681754	0.0731123	0.0529409	0.0615248	0.0888287	0.0539167	0.0621312	0.0486771	0.0121038	0.0758384	0.0632208	0.0907441	0.060077	0.163776	0.249582	0.613758	1.05876	2.0779	1.724979
29590	-793.491	-817.537	24.0456	1.381642	23.45574	0.0238077	0.00520851	0.0393098	0.00309496	0.0320547	0.00516443	0.0301732	0.0311749	0.00596842	0.0290404	0.0333147	0.00964191	0.0209412	0.0100941	0.0442876	0.0119557	0.0568624	0.0812841	0.012525	0.0764185	0.0640147	0.0319889	0.0911954	0.0402291	0.0881097	0.0669832	0.0840075	0.087659	0.0535125	0.0631473	0.0777105	0.0294526	0.0627248	0.0796183	0.123353	0.0796956	0.0929122	0.206446	0.567592	1.04264	2.18332	1.778636
29600	-796.143	-821.363	25.2194	0.9193231	15.94405	0.0258995	0.00202256	0.0418994	0.00257818	0.0879164	0.00973014	0.0264595	0.0530315	0.00542512	0.0246633	0.0273495	0.00432076	0.0176599	0.00611886	0.0452035	0.0135087	0.0381027	0.0857672	0.014195	0.0935206	0.0489813	0.0600434	0.0928878	0.0346006	0.0692372	0.0693886	0.0465036	0.0581484	0.0585023	0.105599	0.0867257	0.0232527	0.0961246	0.0754391	0.0984417	0.0459477	0.0751817	0.120589	0.451083	0.985231	2.4431	1.770378
29610	-783.038	-815.096	32.0573	0.6353429	21.81911	0.0458824	0.000791728	0.0356769	0.00272846	0.0528186	0.00636489	0.0280899	0.0373511	0.00708168	0.0586816	0.0172082	0.00296529	0.0343795	0.00532908	0.0290695	0.00972808	0.0490676	0.108319	0.00850854	0.0697856	0.0502764	0.0175061	0.0519486	0.0244922	0.0545163	0.0711567	0.0452959	0.0374224	0.0436652	0.0713019	0.0520724	0.0241847	0.0362171	0.0646997	0.113186	0.0375791	0.0660667	0.0604698	0.331357	0.898332	2.70984	1.471415
29620	-792.926	-818.672	25.7458	0.6584102	20.66461	0.0493476	0.000545128	0.0338241	0.0269871	0.0871452	0.0127494	0.0300696	0.0301536	0.00789592	0.0316173	0.0213544	0.00368855	0.016493	0.0133988	0.0450819	0.0379755	0.0343116	0.0930996	0.0168333	0.131373	0.0334213	0.0215357	0.0757635	0.107685	0.0476792	0.0855462	0.0654832	0.0443628	0.0554016	0.143218	0.0332846	0.0166126	0.0586453	0.0640164	0.0873679	0.0437424	0.0640529	0.0653367	0.343228	0.908425	2.68301	1.771764
29630	-794.804	-818.77	23.966	0.8218215	21.56404	0.0321285	0.000723295	0.0249989	0.0227669	0.168933	0.00364778	0.0260494	0.0249443	0.0132655	0.00880801	0.0151173	0.00134828	0.0132909	0.0219784	0.0229517	0.0553941	0.0507685	0.122822	0.0524356	0.0638962	0.0154755	0.0211939	0.0908205	0.0494004	0.105763	0.07177	0.0659068	0.0556425	0.0661955	0.180217	0.0261293	0.0227689	0.0464971	0.0518966	0.069546	0.0371742	0.114917	0.100193	0.415773	0.962823	2.52121	1.837583
29640	-798.47	-825.507	27.0363	0.7242982	15.77593	0.0569978	0.0011753	0.0153293	0.0269529	0.0920163	0.00178465	0.038131	0.0383864	0.0269066	0.00520462	0.0189733	0.00210063	0.00743193	0.0117307	0.0293842	0.0458588	0.0365168	0.0975669	0.0539872	0.0693363	0.0121544	0.0173552	0.0600154	0.0125367	0.0215761	0.123468	0.0601678	0.0530337	0.110835	0.139264	0.0151349	0.0719047	0.0415045	0.0412258	0.0746878	0.0519726	0.0810965	0.0793841	0.374773	0.93355	2.61229	1.663705
29650	-791.47	-822.061	30.5909	0.8757281	16.92827	0.0185864	0.00248534	0.0677829	0.0355066	0.0563816	0.00594177	0.0496859	0.033948	0.0241209	0.00897739	0.0152759	0.00318153	0.00600936	0.00683596	0.0266571	0.0173365	0.0247074	0.0647582	0.0637851	0.0783962	0.0121544	0.0294178	0.0638173	0.0285575	0.0297077	0.0760875	0.078594	0.0498801	0.0299317	0.0875194	0.0357363	0.0388397	0.0268664	0.0199683	0.102257	0.0652323	0.0870744	0.111542	0.435926	0.975916	2.47662	1.472001
29660	-801.275	-820.484	19.2086	1.510164	20.47672	0.0559805	0.00131499	0.0558778	0.00902702	0.076364	0.00604487	0.0181414	0.0136285	0.0304017	0.0196612	0.00901936	0.0106184	0.0314136	0.00266119	0.0391971	0.0372146	0.0114886	0.0820232	0.0537003	0.0807235	0.015526	0.0620849	0.0262407	0.0234774	0.133597	0.0872772	0.113563	0.0851364	0.0534574	0.159959	0.0417727	0.0262584	0.124502	0.0137346	0.210991	0.122888	0.106038	0.226888	0.590239	1.05101	2.13186	2.051005
29670	-810.152	-823.025	12.8734	1.480547	13.39165	0.0429328	0.00210331	0.0764188	0.0104832	0.0626697	0.00665503	0.0173698	0.0158818	0.0651167	0.0319845	0.00637331	0.0100983	0.024308	0.00116015	0.0439118	0.0680068	0.0384584	0.188656	0.0957935	0.113271	0.00772023	0.0454664	0.0567008	0.111353	0.114887	0.128561	0.196151	0.165051	0.0792673	0.0808239	0.0138047	0.0159148	0.143844	0.0474609	0.159887	0.119711	0.135672	0.222302	0.585286	1.04926	2.14315	2.543929
29680	-808.851	-818.177	9.32536	3.484758	13.73322	0.0578312	0.00967174	0.104146	0.00456869	0.0556357	0.00667832	0.0131582	0.0430313	0.0614428	0.0739443	0.00898101	0.00613661	0.0409746	0.000457564	0.0392913	0.0824009	0.0128916	0.122522	0.0486301	0.0695179	0.0176232	0.0186301	0.0499877	0.0723038	0.0859359	0.139431	0.13438	0.152052	0.118297	0.183953	0.0100722	0.0247167	0.134822	0.109362	0.316107	0.0962901	0.130077	0.423604	0.755267	1.08405	1.73708	2.655954
29690	-807.327	-821.314	13.9864	3.955994	14.18223	0.0395213	0.0216182	0.0527697	0.0062192	0.100434	0.00447751	0.0112078	0.0383738	0.0329082	0.06207	0.00914114	0.0134724	0.0605915	0.000736423	0.0382124	0.0180773	0.0188075	0.136737	0.0825809	0.0908036	0.0192709	0.017536	0.0676222	0.0866306	0.0675693	0.0894744	0.035584	0.117377	0.124127	0.0739119	0.00728506	0.0105681	0.120055	0.0759582	0.330226	0.105534	0.1001	0.451928	0.773673	1.08441	1.68999	2.287591
29700	-796.575	-813.819	17.2435	2.231993	15.14299	0.02545	0.031994	0.0631726	0.00618298	0.0823393	0.0089462	0.00796281	0.041729	0.0144173	0.0537814	0.0155672	0.00782259	0.0573597	0.00406943	0.0264543	0.00778186	0.0831795	0.15596	0.0683564	0.0637231	0.0538741	0.00853581	0.104438	0.0992119	0.0754993	0.0723836	0.043726	0.0843259	0.0460698	0.133256	0.0065662	0.0446216	0.111873	0.0279155	0.0923174	0.234344	0.12347	0.319479	0.677615	1.07484	1.92806	2.188677
29710	-798.189	-814.097	15.9075	2.332872	12.01613	0.046733	0.0207087	0.0377968	0.00532681	0.128545	0.0123771	0.011624	0.0437424	0.0161743	0.108938	0.0816435	0.00208018	0.059069	0.00153946	0.043268	0.0132726	0.0629151	0.115189	0.118154	0.0658537	0.0248522	0.00231269	0.0750691	0.113314	0.0619749	0.120266	0.0143202	0.0906475	0.0787761	0.129641	0.0136792	0.115586	0.0632283	0.0909537	0.0795411	0.0431017	0.0886612	0.330016	0.686308	1.07646	1.90722	2.200875
29720	-805.16	-823.204	18.0434	1.028441	22.65288	0.0446649	0.0255832	0.0234813	0.00993891	0.0876983	0.0222271	0.0107526	0.0617557	0.0340192	0.0602742	0.0268019	0.000977384	0.0782167	0.00364439	0.0657108	0.0135779	0.0656427	0.0445399	0.0583992	0.0831396	0.0357192	0.00501739	0.0676374	0.0388737	0.100291	0.168478	0.074383	0.0496889	0.0359674	0.0954097	0.0881796	0.023257	0.0701973	0.0633788	0.145356	0.0343411	0.155207	0.142594	0.485137	1.00456	2.36771	2.072429
29730	-798.28	-816.626	18.3457	3.16376	16.00117	0.0311072	0.0332095	0.0438475	0.0103932	0.18995	0.0663212	0.0129419	0.0411667	0.063678	0.0479109	0.0333827	0.00102244	0.0464121	0.00241708	0.0238475	0.0157314	0.0679212	0.0559911	0.0445912	0.0944827	0.0527083	0.00125939	0.0502443	0.0427845	0.0475619	0.0467185	0.042313	0.0566444	0.137045	0.123244	0.0299356	0.0793618	0.0793237	0.0716264	0.10808	0.0544814	0.111258	0.401547	0.74021	1.08321	1.77503	2.060915
29740	-796.644	-812.779	16.1349	1.239485	17.06189	0.0385427	0.0539225	0.0534068	0.0108821	0.122756	0.0274868	0.0246286	0.0136473	0.0562404	0.0185922	0.0105161	0.000920299	0.0604822	0.00774223	0.0616676	0.0158731	0.121939	0.114943	0.03921	0.0810142	0.0703801	0.000777117	0.0594996	0.0747252	0.0321198	0.115252	0.0277907	0.088823	0.0718345	0.254421	0.0325257	0.0648	0.0554613	0.103252	0.169944	0.0350666	0.110819	0.182135	0.538547	1.0306	2.24872	2.301905
29750	-800.71	-818.946	18.2362	1.102444	15.50601	0.0327947	0.0726186	0.0426063	0.0108128	0.114976	0.0401447	0.0380991	0.0260462	0.039368	0.0372666	0.0149343	0.000786256	0.0129381	0.013316	0.0425264	0.00765077	0.0468703	0.117465	0.0167187	0.111049	0.0834345	0.00124568	0.0702308	0.0941423	0.0637831	0.172414	0.0840974	0.152814	0.118026	0.114131	0.0293485	0.0552513	0.0373156	0.0718812	0.110281	0.0180575	0.0826667	0.156929	0.505517	1.0151	2.32246	2.198108
29760	-799.731	-811.041	11.3101	5.076914	14.19047	0.0236668	0.0609611	0.0129876	0.00545523	0.0478904	0.032916	0.0219723	0.0133823	0.0510061	0.0411961	0.0114488	0.00154162	0.00564402	0.0235995	0.0539883	0.0120533	0.0868365	0.171041	0.0318347	0.130353	0.116519	0.00211952	0.110033	0.0841736	0.142787	0.185466	0.0519991	0.069388	0.058602	0.165036	0.0218847	0.0385272	0.0713171	0.0779705	0.155624	0.0842204	0.121826	0.505241	0.80578	1.08316	1.60581	2.397267
29770	-791.666	-808.053	16.3869	4.18931	14.32747	0.0337924	0.0423967	0.0203716	0.00842416	0.0281709	0.0141328	0.0374542	0.028627	0.053523	0.0435079	0.00983718	0.00151895	0.0148546	0.00967777	0.0833804	0.0141636	0.0784719	0.10624	0.0443863	0.124125	0.127314	0.00381148	0.0828185	0.078414	0.0774901	0.10372	0.020667	0.0596577	0.0634217	0.157439	0.0222985	0.051008	0.0367896	0.0634061	0.148037	0.0586871	0.152816	0.464469	0.781511	1.08433	1.66969	2.104853
29780	-803.436	-818.607	15.1704	1.648026	14.7344	0.0325325	0.041283	0.0111403	0.00283324	0.0453218	0.013506	0.011579	0.0329914	0.0470962	0.0773182	0.0103473	0.000929211	0.0141352	0.0235573	0.0493184	0.0402184	0.12779	0.143687	0.0205839	0.197692	0.0548806	0.0142592	0.201779	0.0622163	0.0845825	0.0884393	0.0390537	0.0984568	0.0806974	0.112905	0.0192327	0.0480394	0.0343819	0.0729068	0.175434	0.0285352	0.206899	0.24731	0.611474	1.05805	2.08317	2.366558
29790	-798.865	-817.501	18.636	0.9969583	16.88839	0.0396153	0.0330182	0.0447729	0.00674697	0.0742728	0.0235877	0.0148591	0.0137918	0.033867	0.0928998	0.023853	0.00812018	0.0168444	0.0154261	0.0243143	0.0205171	0.0449767	0.237267	0.0261933	0.0963981	0.0547943	0.00540246	0.113148	0.0685086	0.0646393	0.102835	0.0489258	0.0725565	0.0806974	0.12828	0.00150936	0.11911	0.0248436	0.0669394	0.0624074	0.0698064	0.195737	0.136346	0.475836	0.999494	2.38832	2.171481
29800	-799.022	-812.541	13.5191	4.286989	13.28213	0.0513878	0.0210347	0.0878568	0.0162192	0.0862788	0.0405173	0.00909869	0.0618049	0.0330678	0.0578089	0.0374332	0.0127409	0.03115	0.0089395	0.0422785	0.0124347	0.0411295	0.119021	0.0576177	0.0645515	0.0580191	0.0041705	0.0862322	0.163623	0.0836732	0.122857	0.0854216	0.0378629	0.083836	0.119105	0.000781526	0.119584	0.00948548	0.0608316	0.137513	0.0621854	0.156218	0.469465	0.784583	1.08426	1.66169	2.283772
29810	-810.053	-821.29	11.2368	1.914635	16.50124	0.0733568	0.0196289	0.0411838	0.0339148	0.117227	0.0114119	0.0109067	0.108562	0.0649853	0.0622925	0.0418799	0.0227278	0.0364625	0.010362	0.0262225	0.0159604	0.100189	0.131611	0.0527789	0.117722	0.107933	0.0309831	0.101196	0.138493	0.0814243	0.0903382	0.0453451	0.0230888	0.0623407	0.0632977	0.00150809	0.194543	0.0202864	0.0604686	0.185421	0.102621	0.159239	0.282867	0.645618	1.0677	2.00382	2.567912
29820	-797.39	-813.958	16.5685	3.753853	14.79584	0.0796647	0.0549972	0.0487122	0.0157296	0.0658824	0.0158426	0.00886173	0.0389174	0.0269858	0.0549065	0.0401206	0.0184508	0.0113911	0.00852906	0.0259639	0.0112489	0.0446844	0.0959643	0.0789819	0.0955182	0.0645813	0.0370445	0.134757	0.0899017	0.038336	0.0838593	0.089276	0.0156005	0.0771684	0.100539	0.00266833	0.0927278	0.0579466	0.0671137	0.15717	0.0494854	0.12996	0.440307	0.766243	1.08435	1.7091	2.129489
29830	-801.176	-816.682	15.5058	2.734037	14.39968	0.0701793	0.0380599	0.0505036	0.0205917	0.0528499	0.0273161	0.0268013	0.0580791	0.0631027	0.0528575	0.0246256	0.00391556	0.00792564	0.00418878	0.0281726	0.0197428	0.107296	0.110274	0.0934268	0.099717	0.0546839	0.0420828	0.0893928	0.138373	0.0387281	0.145617	0.0259826	0.0491875	0.0573508	0.0813155	0.00499587	0.0476429	0.0697614	0.0850588	0.155079	0.0821909	0.141396	0.367579	0.715651	1.08085	1.83592	2.268465
