Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
440	-788.216	-819.84	31.624	0.6803638	23.03228	0.0232578	0.0393335	0.0339287	0.011853	0.0557278	0.0318955	0.0110899	0.0363812	0.0177542	0.0450444	0.0336974	0.00456666	0.0274429	0.00255235	0.00636153	0.0344127	0.0353684	0.0593999	0.0681284	0.0254895	0.0571496	0.0573554	0.0430405	0.0403189	0.0850335	0.0143987	0.0364813	0.0728401	0.0661139	0.0418984	0.0636807	0.049118	0.0237153	0.0304911	0.0278375	0.103143	0.0708595	0.0699999	0.354116	0.917369	2.65852	1.487161
450	-790.97	-820.909	29.939	2.429079	22.34405	0.0250833	0.0286923	0.0313224	0.00287665	0.0396977	0.0192993	0.0136265	0.0532562	0.00198918	0.0335503	0.0490308	0.0103335	0.0399294	0.00157803	0.0186251	0.0319552	0.00845844	0.0610718	0.0427112	0.0957401	0.0635903	0.047013	0.0361356	0.0895545	0.0381133	0.0186057	0.025905	0.0602821	0.0997486	0.102947	0.0576708	0.0506142	0.0386665	0.0427499	0.0488256	0.0449926	0.011797	0.339628	0.694054	1.07778	1.88854	1.486039
460	-797.131	-820.674	23.543	2.536347	18.05783	0.0203204	0.0210186	0.0474577	0.00363244	0.0946187	0.0123203	0.0366767	0.0954219	0.00574538	0.0242108	0.0301905	0.012137	0.036446	0.000937424	0.0175582	0.0276785	0.0105855	0.044935	0.0939451	0.0688008	0.111968	0.0991931	0.0944243	0.0523796	0.0362824	0.00829095	0.0250935	0.0957314	0.102246	0.115486	0.0753988	0.0502446	0.0599323	0.0246351	0.0570388	0.0750241	0.0100973	0.349876	0.702128	1.07903	1.86897	1.798104
470	-797.213	-820.341	23.1285	1.742629	19.05319	0.017805	0.0263749	0.0383267	0.00104827	0.0566886	0.0226565	0.0155011	0.0529808	0.0359236	0.0222592	0.0320109	0.00907846	0.024628	0.00341683	0.0847263	0.0113321	0.00927339	0.139398	0.0813689	0.0675304	0.10247	0.0272529	0.0505081	0.039364	0.0127265	0.0065055	0.012779	0.099016	0.141451	0.143579	0.0649517	0.0418025	0.0800137	0.075264	0.10018	0.0976448	0.013491	0.26049	0.624521	1.06198	2.05301	1.861329
480	-796.395	-817.593	21.1972	1.427073	24.48074	0.0601544	0.0215782	0.0248381	0.00239429	0.0656023	0.00800534	0.0256076	0.0442019	0.0251334	0.0135409	0.015155	0.0117634	0.0156114	0.00620271	0.0939354	0.0225663	0.0236741	0.0573171	0.0862706	0.0709424	0.1405	0.0407824	0.0451119	0.0265168	0.0539171	0.0125176	0.0457502	0.0540241	0.086021	0.142289	0.108645	0.0875518	0.0554388	0.0704316	0.0492557	0.151568	0.0101175	0.213834	0.57595	1.04584	2.16438	1.874932
490	-796.556	-819.419	22.8625	2.050243	21.42104	0.0392017	0.0414804	0.0325113	0.00138442	0.0559071	0.00740913	0.0252146	0.051146	0.044986	0.0207651	0.00567313	0.0237172	0.0209786	0.00257114	0.091245	0.0330232	0.0302679	0.0620119	0.0396052	0.114519	0.0915521	0.0721491	0.0559869	0.123721	0.020298	0.00739992	0.0582312	0.068225	0.0765434	0.0815576	0.0793716	0.0655459	0.0372937	0.0977826	0.0751443	0.0615773	0.0178618	0.299199	0.660252	1.0712	1.96935	1.833859
500	-801.033	-819.81	18.7772	1.181606	12.63191	0.020077	0.0496278	0.0316309	0.00213606	0.0367292	0.0131675	0.00948763	0.0319657	0.0788417	0.0236061	0.00551028	0.0165287	0.0494941	0.00127557	0.0812049	0.0398563	0.0359137	0.142491	0.04571	0.0679429	0.0548804	0.118623	0.0292642	0.0687801	0.0232219	0.0325123	0.0164903	0.103519	0.0783629	0.105747	0.0994605	0.136001	0.0857507	0.0781538	0.12184	0.120215	0.0381585	0.171704	0.525273	1.0246	2.27842	2.094178
510	-802.482	-813.787	11.3053	5.283767	12.463	0.0193041	0.0596757	0.0315985	0.00105634	0.0411442	0.00552816	0.011375	0.028895	0.0920923	0.0466619	0.00936769	0.0148367	0.0230827	0.00232787	0.0377472	0.0394122	0.103532	0.167917	0.0332216	0.183875	0.101943	0.0670049	0.03061	0.0862892	0.0764077	0.0450733	0.0197727	0.147128	0.17695	0.10002	0.090202	0.0954499	0.077514	0.0365969	0.0524389	0.134427	0.0652082	0.513453	0.810456	1.08278	1.59332	2.355688
520	-792.377	-813.376	20.9983	2.04024	15.66665	0.055767	0.0331525	0.0221363	0.000492005	0.0856687	0.00653868	0.00716911	0.0375863	0.0359875	0.0473891	0.0216741	0.00755825	0.0323904	0.00602339	0.0196561	0.0138504	0.0529593	0.164108	0.0196729	0.0464063	0.156903	0.0224394	0.0285843	0.0468611	0.047834	0.0231701	0.0315345	0.0567754	0.0857532	0.179853	0.116036	0.0596153	0.039061	0.0401347	0.0853501	0.132267	0.093336	0.298031	0.659226	1.07096	1.97178	1.961695
530	-793.59	-818.208	24.6182	1.1815	19.39289	0.0649069	0.0440965	0.0422937	0.000587284	0.0383812	0.012601	0.00666342	0.0529498	0.0209276	0.0254912	0.0303152	0.00932612	0.0282412	0.00460135	0.00543162	0.0157203	0.0168672	0.0972345	0.0208518	0.0813971	0.150756	0.0385891	0.0359899	0.0546722	0.0351779	0.0325242	0.0606605	0.0297105	0.156554	0.07747	0.0574201	0.0587719	0.0291475	0.0842511	0.0785335	0.12649	0.0854498	0.171684	0.525248	1.02459	2.27848	1.811054
540	-786.418	-811.059	24.6402	1.865668	22.97344	0.0687833	0.0175557	0.0394341	0.00126509	0.0892709	0.00344915	0.00652611	0.032141	0.0273256	0.0193707	0.0509382	0.00606018	0.0378572	0.00517342	0.00687164	0.0178471	0.0228999	0.11053	0.0298274	0.106141	0.131651	0.0367545	0.0566859	0.0735202	0.0605332	0.0372447	0.034159	0.047853	0.0958023	0.0881393	0.0297703	0.0404142	0.033702	0.0609108	0.0659317	0.0955431	0.0518769	0.276694	0.639924	1.06623	2.01715	1.73976
550	-801.022	-810.505	9.48321	7.367484	13.92867	0.063881	0.00798142	0.0544597	0.00207225	0.139468	0.00215803	0.00634203	0.0416037	0.0252421	0.0480787	0.0425842	0.00508849	0.0395379	0.00277541	0.0157845	0.0143234	0.0177115	0.191852	0.0838273	0.0987624	0.157027	0.069797	0.0562282	0.0395272	0.0866956	0.0163911	0.0835839	0.053152	0.114039	0.0953043	0.0311099	0.149166	0.0413047	0.0801167	0.134743	0.150673	0.100936	0.578093	0.845032	1.0781	1.49878	2.363327
560	-799.432	-816.938	17.5055	3.762613	18.47637	0.0526716	0.00573964	0.0510672	0.00220242	0.150904	0.005682	0.00581976	0.0301038	0.0210926	0.0318545	0.0468797	0.0022254	0.0261101	0.00364796	0.0175056	0.0219181	0.01139	0.127262	0.0897439	0.0571295	0.170449	0.0874312	0.0918629	0.0568676	0.0571405	0.0110308	0.0390354	0.00616722	0.0913819	0.162715	0.0287705	0.0676318	0.053564	0.146411	0.0686247	0.106471	0.0526209	0.440826	0.766578	1.08436	1.70824	2.059124
570	-802.243	-817.072	14.8288	3.385262	18.00304	0.048273	0.0100153	0.0264418	0.00323365	0.100143	0.00917587	0.00654029	0.0350334	0.00913119	0.0340421	0.0512829	0.0086047	0.035488	0.00424033	0.022831	0.0389065	0.00944225	0.233718	0.0655782	0.143585	0.120064	0.0576225	0.052803	0.0271466	0.0895548	0.0237814	0.0503274	0.00480517	0.0969195	0.217179	0.0877889	0.0555308	0.0534644	0.127172	0.0860939	0.0895018	0.0993625	0.417032	0.75085	1.08385	1.74826	2.234824
580	-805.415	-819.521	14.1057	2.921548	13.0099	0.0478043	0.0385645	0.0136498	0.00371947	0.171846	0.0158356	0.0307508	0.110994	0.0050483	0.0541983	0.0446908	0.0163286	0.0574769	0.00448651	0.0243111	0.0510279	0.00685975	0.120542	0.108078	0.146032	0.120038	0.0316692	0.0694743	0.0786517	0.0385942	0.0259648	0.049523	0.00909589	0.10137	0.0756971	0.0991952	0.0893312	0.100219	0.103514	0.113776	0.081232	0.0771179	0.3831	0.72709	1.0821	1.80771	2.336707
590	-805.764	-820.584	14.8203	2.474877	13.11508	0.0637544	0.0395311	0.0419852	0.00615389	0.0794622	0.0252865	0.0246825	0.15337	0.0088197	0.0556678	0.059728	0.0104731	0.0295565	0.00806328	0.0394315	0.0602737	0.00369856	0.0975073	0.0804189	0.130714	0.0909789	0.0432849	0.0438615	0.122656	0.0372209	0.0236294	0.0350792	0.0170231	0.118125	0.11	0.0643412	0.0946531	0.0734614	0.0804891	0.0689063	0.135757	0.140613	0.344062	0.69757	1.07834	1.88003	2.318658
600	-809.921	-823.58	13.6587	2.521067	16.42419	0.031956	0.0399923	0.0169644	0.0247593	0.117901	0.00350909	0.0264234	0.098676	0.0058582	0.0694275	0.0423002	0.00892081	0.0702459	0.00920502	0.0595259	0.0444345	0.013477	0.151211	0.0273162	0.114641	0.135466	0.0445887	0.03352	0.0200638	0.0266005	0.0999721	0.0463895	0.0591136	0.100307	0.0885759	0.0655612	0.0733653	0.0799392	0.109064	0.0901128	0.196595	0.139992	0.348445	0.701012	1.07886	1.87168	2.385972
610	-806.048	-820.891	14.8433	4.15196	14.87742	0.0482331	0.0168777	0.0166538	0.022407	0.0472587	0.0172505	0.0185815	0.10617	0.0515789	0.00884789	0.0538856	0.0080623	0.0515342	0.0121559	0.0813191	0.0149174	0.0280096	0.112692	0.0376583	0.0702863	0.171822	0.0741437	0.0532925	0.0336956	0.0356386	0.0481315	0.0579328	0.0374976	0.135272	0.0799109	0.0670234	0.0564912	0.194514	0.053818	0.114076	0.105433	0.076519	0.46252	0.780305	1.08435	1.67283	2.219592
620	-805.975	-821.802	15.827	3.792842	17.69171	0.0337128	0.0450104	0.00469791	0.0107416	0.0493374	0.00756624	0.0636843	0.0298746	0.0390061	0.0158622	0.0182753	0.00812886	0.0560439	0.0076176	0.0361343	0.0182376	0.0189219	0.124305	0.0867642	0.136973	0.172206	0.0406022	0.0843995	0.0203082	0.0240074	0.117181	0.0354465	0.0427237	0.0678386	0.0893993	0.125998	0.107963	0.169305	0.043621	0.0775554	0.10475	0.0275276	0.442607	0.767726	1.08437	1.70529	2.16173
630	-808.774	-820.738	11.9639	3.454089	18.30104	0.0398916	0.0615409	0.0029741	0.0112075	0.164302	0.0295563	0.0765792	0.0168716	0.0605119	0.0504637	0.0104731	0.00982597	0.024613	0.00328289	0.0712611	0.0435893	0.0801978	0.0997672	0.0430745	0.211615	0.0582944	0.038381	0.108313	0.0493583	0.0304222	0.114778	0.0417266	0.0220642	0.100948	0.107209	0.0685726	0.0907165	0.16208	0.0754641	0.0156261	0.128725	0.0568736	0.421602	0.753928	1.08399	1.74048	2.381153
640	-809.535	-822.085	12.5507	5.44299	16.46444	0.0184717	0.0579561	0.0104688	0.0102904	0.0486842	0.0125649	0.037145	0.00408937	0.0587726	0.0926829	0.0065444	0.0181219	0.0111357	0.00141573	0.0770564	0.0913043	0.0957214	0.130047	0.0560049	0.114986	0.0994631	0.234349	0.0772304	0.0285196	0.027717	0.0583194	0.0941045	0.0570348	0.0661911	0.121467	0.114969	0.101851	0.0623189	0.0529971	0.0226107	0.0560034	0.046368	0.519497	0.813855	1.08246	1.58419	2.274978
650	-799.739	-820.415	20.676	2.36491	14.39438	0.0377386	0.0402583	0.029529	0.0123523	0.05673	0.0110613	0.0812415	0.00330802	0.0335494	0.0172454	0.00981216	0.016108	0.0188482	0.00728699	0.0313941	0.080041	0.110188	0.138725	0.0340244	0.0688953	0.0494605	0.144662	0.0718394	0.0455867	0.0740463	0.0606638	0.0513664	0.0773067	0.0806504	0.117672	0.017327	0.0407221	0.0630237	0.0375927	0.0710424	0.0177108	0.0758792	0.333263	0.688943	1.07692	1.90088	1.93489
660	-805.39	-825.382	19.9916	1.702649	13.63664	0.0192006	0.0788056	0.024074	0.0158264	0.0287935	0.0220783	0.0761769	0.00115108	0.0228957	0.015073	0.00983283	0.0335107	0.0280425	0.0037084	0.0350755	0.0524265	0.0828692	0.0981528	0.0426504	0.0983998	0.0279939	0.109563	0.129257	0.0885939	0.0701406	0.0854593	0.053756	0.106051	0.0413854	0.150906	0.0178946	0.134911	0.0758436	0.0334332	0.0378079	0.0314997	0.0223011	0.254999	0.619145	1.0604	2.06546	2.005542
670	-799.338	-816.5	17.1614	2.579703	17.25609	0.0121212	0.0529825	0.0338228	0.0373543	0.113583	0.0085496	0.0302647	0.00154884	0.00986313	0.048988	0.00923452	0.0321104	0.0428498	0.00391072	0.0348612	0.0459048	0.0730257	0.159696	0.0522581	0.10653	0.0555032	0.10599	0.153322	0.0527378	0.0909157	0.0614139	0.104194	0.0646183	0.0441556	0.126225	0.0407988	0.0787135	0.0469906	0.01182	0.0423934	0.0890082	0.0826084	0.353885	0.705237	1.07948	1.8614	2.160867
680	-792.836	-813.656	20.8192	1.359293	16.02998	0.0214819	0.04592	0.0339562	0.0266565	0.0992155	0.0195745	0.0555167	0.000462555	0.00558043	0.0663175	0.0215393	0.027662	0.0253839	0.00970764	0.075642	0.0250611	0.0466657	0.107566	0.0457786	0.0941269	0.0672797	0.0747097	0.0682435	0.0543262	0.0925413	0.0604261	0.0717149	0.0309284	0.136742	0.104787	0.0385978	0.0437078	0.113255	0.0389658	0.043049	0.067534	0.0586491	0.202745	0.563327	1.04097	2.19296	2.019272
690	-798.228	-817.336	19.1074	1.865512	12.67859	0.0303104	0.0231853	0.0453299	0.00964926	0.0354256	0.0165594	0.0734802	0.00178796	0.00344167	0.136387	0.0139247	0.0338474	0.0344546	0.00400482	0.0573731	0.0324906	0.0544808	0.0955926	0.0464261	0.10854	0.0751499	0.0630516	0.0749718	0.0450786	0.0346437	0.129369	0.0951374	0.0927743	0.0973332	0.0438019	0.0394619	0.031303	0.101543	0.024641	0.059325	0.0941228	0.0581156	0.276674	0.639906	1.06623	2.01719	2.016515
700	-796.815	-815.299	18.4842	1.970208	20.93773	0.0288394	0.0290636	0.0346547	0.00451168	0.048902	0.00899998	0.050164	0.000877907	0.00325123	0.0964805	0.00682828	0.0498039	0.0395395	0.00921167	0.0577475	0.0397669	0.0461618	0.101291	0.0295551	0.124736	0.0550966	0.133342	0.0540396	0.0560303	0.023875	0.100481	0.144518	0.0452302	0.127141	0.14249	0.0321672	0.0536735	0.0425197	0.0214785	0.0539707	0.0797822	0.0771891	0.289692	0.651808	1.06923	1.98927	2.053411
710	-799.081	-814.481	15.4004	2.077167	12.56024	0.0250266	0.0467973	0.0723688	0.0109971	0.113753	0.00461188	0.0246461	0.00328264	0.0100624	0.136673	0.012051	0.0146314	0.0211397	0.00833212	0.0692361	0.0158946	0.0366701	0.145163	0.0191576	0.148869	0.0619957	0.170192	0.0456736	0.0765342	0.0150749	0.0650096	0.104419	0.0386672	0.0604852	0.185381	0.0286554	0.102681	0.0742896	0.00657903	0.109832	0.0762724	0.126955	0.302315	0.662976	1.07181	1.9629	2.28806
720	-788.698	-814.169	25.4708	1.258821	19.06206	0.0182385	0.0425013	0.0301371	0.0223188	0.0503044	0.00615757	0.0540741	0.00712202	0.0127003	0.0870116	0.0137369	0.0205041	0.012702	0.00112625	0.0306256	0.0337496	0.0398109	0.0931173	0.0310979	0.0828803	0.0441169	0.0747449	0.0353775	0.0771887	0.0711611	0.0539078	0.087778	0.0567659	0.107552	0.0883542	0.041474	0.0314608	0.0586862	0.0222407	0.0436167	0.0921566	0.0872741	0.185551	0.542781	1.03245	2.23922	1.763773
730	-795.588	-820.864	25.2756	1.223808	15.43262	0.0241868	0.0701646	0.0340181	0.0137215	0.0362098	0.0052028	0.0152179	0.00458911	0.0242398	0.0666359	0.0156944	0.0206259	0.0146656	0.0028188	0.022191	0.0205337	0.0425253	0.0832041	0.0466394	0.0295877	0.0742132	0.143865	0.0791948	0.0560291	0.0194634	0.0410721	0.222845	0.0225638	0.0566806	0.0722214	0.026418	0.0190779	0.0491734	0.0787955	0.0781123	0.0356064	0.0661302	0.179341	0.535042	1.02905	2.25657	1.734134
740	-793.242	-817.479	24.237	1.520997	15.338	0.0201388	0.0235849	0.0399205	0.00587243	0.0530554	0.00681381	0.0309952	0.0265208	0.0595941	0.0663389	0.00859174	0.0105158	0.0102306	0.00323796	0.0162544	0.0378375	0.0518935	0.0606722	0.0555757	0.0417036	0.023521	0.221624	0.0484365	0.0204222	0.0286677	0.0100788	0.172282	0.0776671	0.063342	0.0658034	0.039135	0.0639598	0.0439277	0.0876584	0.0957619	0.0159262	0.0720117	0.228548	0.592014	1.05163	2.12781	1.779573
750	-788.226	-816.141	27.9149	0.8073581	20.88308	0.0318894	0.0294178	0.0319654	0.00409151	0.0259862	0.00208535	0.0389108	0.0660923	0.0869706	0.0385642	0.00363233	0.00789725	0.0127179	0.0118412	0.0216032	0.0166937	0.0636132	0.0658931	0.0890311	0.0358845	0.0238678	0.106721	0.0389423	0.0402569	0.0452785	0.0192505	0.0969699	0.101501	0.0646486	0.100491	0.079363	0.0355351	0.0299202	0.0702698	0.0522606	0.0068175	0.0618949	0.0971235	0.41008	0.958973	2.53382	1.658769
760	-788.95	-811.195	22.2451	1.827557	19.34603	0.0383561	0.0437953	0.014489	0.0221858	0.0455154	0.00812436	0.00704581	0.0331739	0.0167611	0.0367148	0.0106349	0.00293516	0.0244394	0.0107924	0.0188868	0.0129529	0.078346	0.152072	0.0440735	0.0466703	0.0462326	0.0928877	0.100381	0.10788	0.0707367	0.104663	0.117733	0.0366506	0.116781	0.121377	0.0860255	0.046722	0.0214744	0.0411704	0.0905912	0.00438743	0.0269108	0.271783	0.635327	1.06501	2.02788	1.90057
770	-790.29	-810.706	20.4162	3.894952	16.62074	0.0186354	0.0156911	0.0327869	0.0038213	0.0500702	0.00923207	0.0119311	0.0506075	0.00210962	0.0131665	0.0202095	0.00122038	0.0251926	0.0083914	0.026713	0.00547679	0.0402547	0.151351	0.0786678	0.100593	0.0235838	0.13898	0.0622039	0.0963807	0.060794	0.110046	0.106557	0.0773095	0.0921772	0.148796	0.0469164	0.0528357	0.0532397	0.0704921	0.0538528	0.0118591	0.020495	0.448497	0.771496	1.0844	1.6956	1.89264
780	-792.409	-810.753	18.3446	4.959685	19.72578	0.0171013	0.0361001	0.035023	0.00144006	0.0502809	0.0065517	0.0369506	0.014941	0.00295663	0.0591281	0.0259878	0.00169654	0.0252011	0.0325581	0.105683	0.00240875	0.0450967	0.0820875	0.0459299	0.0440165	0.0184631	0.0968562	0.0906922	0.0641578	0.0444681	0.0815752	0.117155	0.0719964	0.0906776	0.168017	0.0523111	0.0429888	0.0968581	0.0657259	0.0809188	0.036238	0.0453084	0.500395	0.802988	1.08337	1.61325	1.935547
790	-793.355	-812.789	19.4346	1.575029	13.12134	0.01958	0.0651815	0.0335756	0.00264271	0.0305064	0.00866852	0.0593756	0.00581311	0.0269631	0.0711689	0.0383136	0.00203114	0.0101991	0.0330769	0.0689652	0.000687304	0.0750905	0.14291	0.0686994	0.0754212	0.0284156	0.0927856	0.063438	0.0559138	0.0499056	0.0661392	0.165794	0.071099	0.103745	0.133391	0.0484721	0.0416505	0.0654137	0.0154012	0.0585341	0.0253264	0.111419	0.236684	0.600587	1.05454	2.10819	2.035713
800	-806.376	-817.281	10.9054	2.080333	18.8499	0.0242979	0.0591283	0.0313032	0.0115724	0.0616337	0.0172478	0.0581482	0.0150162	0.0631382	0.0296062	0.0403414	0.00715235	0.0182694	0.0175123	0.0365351	0.000449885	0.102201	0.273858	0.0691461	0.0933393	0.0163457	0.0853662	0.114137	0.0644881	0.0633153	0.0671535	0.305651	0.0790752	0.0807894	0.120203	0.109127	0.0449351	0.0934854	0.0474684	0.121643	0.0209055	0.0290452	0.302679	0.663293	1.07188	1.96215	2.493031
810	-807.098	-817.533	10.4347	2.733353	10.54892	0.0358698	0.0348677	0.105368	0.0183431	0.0823559	0.0273573	0.0273655	0.0211314	0.0378204	0.00592555	0.0786982	0.00398795	0.0206039	0.0413819	0.0703926	0.00145643	0.140228	0.138809	0.0297141	0.0942137	0.0587189	0.224075	0.0880332	0.0997839	0.0504239	0.0399707	0.176783	0.0342369	0.111653	0.18001	0.123668	0.0852974	0.0509474	0.0505255	0.0948336	0.0251195	0.0488979	0.36752	0.715607	1.08084	1.83603	2.558868
820	-821.168	-825.022	3.85466	6.77464	11.76255	0.0463365	0.0219301	0.0492527	0.00717721	0.11204	0.018586	0.0758892	0.029353	0.0320646	0.00549331	0.030835	0.00853636	0.0367596	0.0440174	0.157266	0.000650755	0.113876	0.184553	0.0264103	0.171727	0.0370715	0.247043	0.137855	0.107443	0.061131	0.0313884	0.279112	0.0592857	0.0783501	0.111036	0.145622	0.137049	0.0135398	0.0317049	0.0442158	0.0409623	0.0970338	0.562419	0.836995	1.07948	1.52111	2.832597
830	-799.856	-817.192	17.3363	2.075803	14.67674	0.0222245	0.0130206	0.0521863	0.0272332	0.123481	0.00769731	0.0797079	0.0172015	0.0711014	0.00733801	0.0253338	0.00714529	0.0298336	0.0208769	0.0570099	0.000752899	0.0751484	0.197833	0.0292384	0.147198	0.0737676	0.0933172	0.0509545	0.102604	0.0359346	0.102255	0.185926	0.0500589	0.116972	0.113248	0.0534018	0.0686746	0.0274188	0.0202323	0.0245802	0.0105989	0.0485302	0.302158	0.66284	1.07178	1.96323	2.190036
840	-804.487	-820.299	15.8116	5.336654	15.19728	0.053162	0.0407325	0.0376392	0.0238813	0.140737	0.00982877	0.049163	0.0322124	0.00769975	0.00829033	0.0473504	0.0120354	0.0193078	0.0209509	0.0284612	0.00112754	0.0493993	0.0924147	0.0445799	0.149613	0.0971228	0.137618	0.114715	0.0725186	0.106174	0.108839	0.102479	0.010481	0.102321	0.0964047	0.047627	0.0312093	0.021081	0.0520326	0.0438822	0.0224184	0.0432769	0.515486	0.811604	1.08267	1.59024	2.078787
850	-795.813	-816.168	20.3547	2.978999	17.3498	0.0540242	0.0393032	0.0468991	0.0314142	0.103349	0.00378555	0.00760799	0.0192904	0.011022	0.0250543	0.044904	0.00914028	0.00931741	0.0195747	0.0312238	0.0014274	0.0544803	0.128895	0.022135	0.0725005	0.0738903	0.155365	0.108012	0.0941517	0.0684468	0.0338166	0.0328917	0.0476053	0.0846189	0.0907435	0.0630363	0.0275938	0.0802394	0.0658593	0.0266146	0.0936793	0.0706811	0.387631	0.730358	1.08241	1.7996	1.952594
860	-810.106	-821.822	11.7163	2.27687	15.40294	0.0309288	0.0280661	0.0491633	0.00700548	0.156342	0.0223223	0.0150921	0.039975	0.00807499	0.0244968	0.064743	0.0118908	0.0330666	0.00799159	0.0616459	0.00272759	0.0367206	0.168756	0.0438151	0.0369819	0.159557	0.312532	0.111235	0.117806	0.0656593	0.160439	0.0349417	0.0928108	0.0998126	0.172785	0.0687055	0.0229086	0.0276434	0.0383047	0.0698377	0.0693152	0.0710803	0.324227	0.681558	1.07559	1.91862	2.54518
870	-819.525	-829.278	9.75259	1.428136	12.86282	0.061498	0.086013	0.0557499	0.00395619	0.0651359	0.0230985	0.0134751	0.0661694	0.0530649	0.0453983	0.0559401	0.00292127	0.0246106	0.0185289	0.0263163	0.0123751	0.103284	0.16518	0.071171	0.0328593	0.325415	0.220371	0.0393271	0.101234	0.0532026	0.0794037	0.112613	0.131894	0.129332	0.133742	0.0465537	0.0250407	0.0165073	0.0980343	0.119632	0.0477948	0.1207	0.214004	0.57614	1.04591	2.16395	2.787541
880	-802.212	-818.107	15.8949	1.921785	15.92016	0.0308193	0.118928	0.0778988	0.0073584	0.133987	0.0208618	0.0162188	0.0817523	0.0154705	0.0420447	0.0394732	0.00282217	0.0385274	0.00876167	0.0457804	0.00369459	0.0798683	0.0652479	0.0244787	0.0630751	0.108688	0.121884	0.0755036	0.0888012	0.0728493	0.030576	0.114297	0.138121	0.094412	0.0835029	0.0360852	0.049375	0.059944	0.0806795	0.0958589	0.0967187	0.0282174	0.283756	0.64643	1.0679	2.00191	2.292582
890	-807.2	-817.625	10.4246	3.712241	12.59135	0.0365157	0.0273238	0.0452742	0.0316291	0.107903	0.00766696	0.0170909	0.115861	0.0646334	0.100431	0.0265048	0.00257593	0.0355228	0.0142367	0.0141707	0.0102075	0.0730007	0.120973	0.0738376	0.120501	0.141717	0.182678	0.0875186	0.0571763	0.0988847	0.0150319	0.0662093	0.0901709	0.162223	0.12212	0.107045	0.0607729	0.0502252	0.0891913	0.0735691	0.0853282	0.0187804	0.43782	0.764631	1.08432	1.71323	2.554501
900	-807.573	-819.951	12.3776	3.263502	11.64505	0.0872971	0.036661	0.0445409	0.0223068	0.0771158	0.018138	0.0167048	0.14242	0.0543499	0.0860153	0.0226503	0.000769411	0.0483179	0.0438443	0.0106019	0.0146363	0.0922889	0.130428	0.0307947	0.0879994	0.0937829	0.180022	0.106484	0.0909432	0.063793	0.00772797	0.0507971	0.149564	0.0645206	0.133068	0.0611072	0.0868384	0.0545898	0.054485	0.0478764	0.045663	0.0417711	0.408673	0.745147	1.08354	1.76264	2.400915
910	-803.171	-814.235	11.0639	5.066671	15.0059	0.0578187	0.0422432	0.0477531	0.0128722	0.0450462	0.0104906	0.0256927	0.146955	0.0387652	0.0579036	0.0181466	0.00426194	0.0177611	0.0250551	0.0339278	0.0376952	0.0823794	0.174047	0.0667928	0.169198	0.112694	0.102437	0.0850428	0.0450082	0.0862218	0.0144894	0.079858	0.133389	0.103534	0.103629	0.0679008	0.0648513	0.0702545	0.0255425	0.091205	0.0666622	0.0434559	0.504823	0.80554	1.08318	1.60645	2.410982
920	-807.285	-820.146	12.8612	2.767494	18.00512	0.0760357	0.04117	0.0268197	0.0280698	0.0353469	0.0189079	0.0555922	0.103777	0.0286408	0.0671162	0.0147952	0.0259445	0.0371381	0.023292	0.0281722	0.0218772	0.0812	0.136282	0.0701285	0.152383	0.0610087	0.179478	0.0438403	0.0605665	0.0480917	0.0112945	0.0623936	0.0705656	0.227544	0.142506	0.0706075	0.0382443	0.0743714	0.0469876	0.063528	0.0374589	0.0671953	0.370435	0.717784	1.0811	1.83068	2.378371
930	-812.277	-824.275	11.9978	3.230504	16.38357	0.0267464	0.0424896	0.0151416	0.0261964	0.0724547	0.0383789	0.0283894	0.00898685	0.0442779	0.0550456	0.019533	0.0279755	0.0424517	0.0078352	0.0250632	0.0178264	0.117977	0.179837	0.0873742	0.118702	0.14639	0.138698	0.0563216	0.0387328	0.0417683	0.0133457	0.0749628	0.0550795	0.155086	0.156435	0.10118	0.0874507	0.035935	0.0330149	0.11665	0.0814473	0.109685	0.406344	0.743541	1.08344	1.76668	2.444865
940	-799.063	-816.815	17.7521	2.39131	14.46738	0.0161882	0.0604855	0.00824626	0.00882944	0.0752732	0.0232541	0.0118894	0.0499454	0.0137976	0.0493841	0.0117671	0.0206144	0.0322269	0.0131615	0.0341618	0.00555829	0.0452934	0.0414455	0.052186	0.109315	0.191772	0.153086	0.0614929	0.0410049	0.0777359	0.0139264	0.102337	0.0492013	0.0898436	0.0822742	0.12934	0.0947349	0.0164811	0.0753174	0.112152	0.0949731	0.068638	0.335904	0.691073	1.07728	1.89574	2.137334
