Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
15360	-237.342	-267.024	29.6818	1.342229	32.05907	0.02389	0.00665041	0.0662789	0.0369944	0.0062891	0.000900093	0.0329006	0.0637751	0.0468431	0.0126207	0.00489237	0.0102462	0.0108198	0.00684196	0.047904	0.0605086	0.00801934	0.0758518	0.0136987	0.0334287	0.135565	0.0647841	0.0435105	0.0200884	0.0337402	0.0780303	0.0203662	0.000668281	0.0263069	0.199889	0.56	1.03964	2.20047	0.992414
15370	-258.593	-282.233	23.6402	0.6981465	30.65945	0.0352319	0.00893765	0.11441	0.012188	0.0124016	0.000713234	0.0488359	0.0622049	0.0421751	0.0514653	0.00437959	0.0491588	0.00771363	0.0152322	0.0375287	0.0889353	0.00133463	0.0791025	0.00673549	0.0354051	0.122165	0.100085	0.0145856	0.0241385	0.0707568	0.0859748	0.022174	0.00104267	0.0676786	0.0737924	0.362654	0.92418	2.63937	1.22269
15380	-246.44	-273.386	26.9452	0.9046981	25.50716	0.0574402	0.0182012	0.133074	0.00444814	0.021028	0.00253516	0.0195356	0.0701285	0.0469241	0.0365417	0.00464111	0.0471042	0.0096987	0.00466245	0.0212328	0.112079	0.00132268	0.022587	0.0131262	0.0178234	0.139487	0.0281409	0.0102509	0.0769148	0.0366862	0.0856503	0.0391937	0.00265734	0.0801053	0.117568	0.446105	0.982221	2.45411	1.163221
15390	-239.411	-271.48	32.0693	1.090432	25.40985	0.0671244	0.0744526	0.0309107	0.0144757	0.00898988	0.00126761	0.0202796	0.0634732	0.014725	0.0245186	0.00167653	0.0500607	0.00453497	0.00342839	0.0169207	0.0851228	0.00199809	0.0351293	0.0563828	0.0309626	0.0981951	0.00740775	0.0593448	0.0472513	0.0186757	0.0552572	0.0230058	0.00868428	0.0308538	0.154636	0.502342	1.01351	2.32952	0.9551098
15400	-243.513	-270.599	27.0861	1.452422	27.58775	0.0852431	0.0286886	0.0268778	0.0159618	0.00330279	0.00225368	0.0312254	0.0406507	0.0173766	0.0306469	0.00571272	0.0400415	0.018425	0.0103455	0.00813122	0.0334587	0.00319072	0.11019	0.0727502	0.0391415	0.171989	0.00576494	0.0940483	0.0295509	0.0446311	0.0739135	0.0243163	0.0155193	0.0345248	0.217878	0.580441	1.0475	2.15418	1.117873
15410	-245.867	-268.716	22.8495	1.108213	19.12859	0.114504	0.0461202	0.122227	0.0074811	0.0285821	0.00479633	0.0100835	0.0370067	0.0276857	0.0184519	0.0122932	0.0168251	0.0220739	0.0102461	0.0202797	0.0286396	0.0110231	0.0716087	0.0799278	0.0188413	0.284153	0.00750771	0.0974394	0.0454844	0.0489489	0.0695713	0.0323708	0.0158496	0.0749639	0.158025	0.507025	1.01585	2.3191	1.384986
15420	-245.658	-264.202	18.5439	2.62008	18.30648	0.105237	0.0155606	0.099013	0.00854215	0.0297221	0.00422055	0.00164708	0.1184	0.0393237	0.0511079	0.017636	0.0291759	0.0165197	0.0215189	0.00888739	0.0594798	0.0141115	0.151928	0.0342869	0.0510792	0.257382	0.00256528	0.0852158	0.0304949	0.0774683	0.0629213	0.0345821	0.0508947	0.0602608	0.357553	0.708057	1.07987	1.85452	1.539183
15430	-258.535	-272.459	13.9241	1.382915	20.2509	0.148041	0.0100012	0.117005	0.0118826	0.0694108	0.00152797	0.000334166	0.104343	0.0336173	0.0839797	0.0167854	0.0227319	0.0368846	0.00846937	0.00405782	0.0678818	0.00943406	0.120467	0.045447	0.0615932	0.169799	0.00126037	0.0668899	0.0391443	0.167765	0.0758822	0.117081	0.0246621	0.169589	0.206655	0.567832	1.04274	2.18278	1.805969
15440	-251.021	-268.921	17.9001	0.9412219	14.46805	0.0893608	0.00922315	0.081771	0.00647132	0.133077	0.00179725	0.000178938	0.177772	0.0306009	0.0433226	0.015443	0.00490871	0.0294548	0.00264905	0.00814612	0.0677629	0.0060421	0.156304	0.0413332	0.0573264	0.231305	0.000894691	0.12255	0.0817187	0.07599	0.0362896	0.105896	0.0350495	0.036832	0.125082	0.458343	0.989534	2.42704	1.689471
15450	-246.582	-267.749	21.1676	0.7938224	17.5415	0.0459257	0.0247586	0.0521976	0.0131656	0.101581	0.000537729	0.00029003	0.0457198	0.0321634	0.0595463	0.039012	0.00446747	0.0244389	0.00114161	0.0206343	0.0672401	0.00315737	0.197253	0.0532505	0.0853039	0.285189	0.00234229	0.0668185	0.051499	0.100738	0.0392755	0.0181299	0.0217005	0.0415213	0.0942435	0.404635	0.955228	2.54589	1.499
15460	-242.784	-263.556	20.7722	2.493857	15.07549	0.093925	0.00944648	0.022751	0.00421991	0.0237812	0.00128148	0.00125068	0.0683587	0.0430113	0.0570293	0.0346809	0.00340167	0.012736	0.000970508	0.00951574	0.0429801	0.00614334	0.161861	0.0375244	0.0559907	0.230011	0.00360351	0.0808481	0.0824315	0.0564809	0.0771066	0.0940339	0.0423149	0.0412597	0.345873	0.698997	1.07856	1.87657	1.39895
15470	-254.463	-269.966	15.503	1.430766	16.79189	0.0941269	0.00813625	0.0451188	0.00810544	0.0136763	0.00283377	0.00248892	0.0702618	0.0293434	0.0877262	0.0457162	0.00646837	0.0492149	0.00157648	0.0132316	0.0572371	0.0164288	0.124906	0.0484243	0.0888138	0.364705	0.00542456	0.072677	0.157909	0.1422	0.0617213	0.0948065	0.0440652	0.0414908	0.214426	0.576611	1.04608	2.16288	1.798834
15480	-252.96	-270.726	17.7658	1.963085	15.09097	0.130192	0.00534626	0.121938	0.00742811	0.0069577	0.000376116	0.000934987	0.0355378	0.0172137	0.0606839	0.0149845	0.00459873	0.0360403	0.000391843	0.0119695	0.108849	0.0107717	0.0640783	0.145798	0.0798682	0.130475	0.012069	0.232852	0.0754478	0.145335	0.0533819	0.0818598	0.0228703	0.0154202	0.288828	0.65103	1.06904	1.9911	1.63367
15490	-246.016	-263.554	17.5383	3.261861	11.26253	0.0826166	0.0195748	0.0390749	0.0107274	0.00464211	0.000534152	0.0012376	0.0290404	0.00566257	0.0925107	0.0118654	0.00180332	0.0498821	0.001326	0.0356058	0.121655	0.00962745	0.0880977	0.174772	0.0393196	0.1396	0.00969081	0.0729663	0.0629213	0.101397	0.0202522	0.0931663	0.026591	0.0622448	0.408557	0.745068	1.08354	1.76284	1.408406
15500	-257.083	-267.522	10.4391	2.501335	15.03408	0.130485	0.0196672	0.487724	0.0159659	0.0089299	0.000723435	0.00167982	0.0758875	0.00604557	0.0453407	0.014778	0.00107452	0.0571756	0.001543	0.0433488	0.0383171	0.0129911	0.089736	0.131956	0.0159867	0.313557	0.0120823	0.0334648	0.080338	0.135951	0.0291509	0.139501	0.0500015	0.0914542	0.346583	0.699554	1.07864	1.87522	2.084857
15510	-241.993	-261.561	19.5676	0.8413986	16.19709	0.206857	0.0126485	0.254835	0.0147999	0.0239632	0.000506114	0.00151061	0.0242539	0.0259059	0.0619689	0.0151871	0.00151681	0.0348568	0.0066568	0.0189463	0.0440205	0.00512901	0.100188	0.073716	0.0232893	0.215902	0.00955116	0.0330831	0.0796405	0.103272	0.0498447	0.0483365	0.0247197	0.0779955	0.104332	0.423282	0.967797	2.50459	1.593101
15520	-247.208	-263.005	15.7965	1.346526	14.70282	0.128144	0.00587899	0.32787	0.0168066	0.00888844	0.00083734	0.00289032	0.0186787	0.0290264	0.104814	0.0152473	0.00927122	0.0410398	0.0115534	0.0188821	0.0990299	0.00105315	0.102205	0.127663	0.0370925	0.159182	0.0162663	0.0217608	0.0448248	0.0587658	0.0635043	0.096166	0.0301481	0.209068	0.200611	0.560844	1.03998	2.19857	1.806559
15530	-248.337	-264.265	15.9279	2.872422	14.65019	0.143656	0.00745598	0.137031	0.0304536	0.0372051	0.00279848	0.00579348	0.0373416	0.0217709	0.139777	0.00854569	0.00355151	0.031925	0.0117929	0.0299	0.142358	0.00392278	0.09825	0.113129	0.0514848	0.218896	0.0116856	0.039224	0.0508564	0.044793	0.0442029	0.0347765	0.0439798	0.146984	0.379145	0.72421	1.08181	1.81484	1.69354
15540	-249.918	-267.589	17.6704	1.628884	12.69647	0.0622395	0.00963845	0.102957	0.0885499	0.052141	0.0026378	0.0120555	0.0378621	0.0251586	0.0694911	0.0144058	0.00176952	0.0168565	0.00457707	0.0319718	0.0854831	0.00635724	0.0995478	0.0837566	0.105325	0.314374	0.0178216	0.010063	0.00830779	0.0979537	0.0453077	0.0733292	0.0228108	0.115951	0.244563	0.608692	1.05717	2.08957	1.618701
15550	-252.869	-269.574	16.7054	1.828877	13.72309	0.12332	0.024338	0.0609668	0.0148909	0.0649818	0.000913691	0.030776	0.013654	0.0404116	0.158811	0.00838416	0.000923563	0.0348224	0.00501153	0.0172574	0.0575543	0.00197724	0.124578	0.0711341	0.0657705	0.409575	0.0552666	0.0239601	0.00280873	0.0806137	0.0251771	0.0619905	0.0349804	0.0878532	0.271955	0.635489	1.06505	2.0275	1.702702
15560	-258.563	-271.941	13.3783	2.809157	17.02147	0.199204	0.0264736	0.0451984	0.031938	0.061364	0.000701638	0.0208531	0.0140445	0.15957	0.0652157	0.0143399	0.0012382	0.0495287	0.00679022	0.0450843	0.0371107	0.0135082	0.0964582	0.0620245	0.070865	0.223816	0.117371	0.0654767	0.00658311	0.223125	0.0588218	0.0361931	0.0166311	0.0693244	0.373937	0.720382	1.0814	1.82428	1.838853
15570	-253.793	-266.148	12.3559	1.397167	14.29715	0.261637	0.0326337	0.102677	0.0135313	0.0536775	0.000790094	0.00476321	0.0394163	0.0804865	0.0366945	0.0161183	0.0011636	0.0417152	0.00823038	0.0515812	0.0212348	0.0275773	0.106218	0.0773681	0.121089	0.209918	0.354327	0.0497238	0.0119454	0.0981649	0.0942484	0.0296102	0.0166639	0.0806434	0.208991	0.570494	1.04376	2.17675	2.043847
15580	-260.916	-267.184	6.26736	2.433351	13.80568	0.280731	0.00991443	0.126218	0.0280009	0.137536	0.00194649	0.00147662	0.0289571	0.085337	0.080307	0.00788603	0.00126259	0.0272694	0.0298429	0.0298364	0.00643625	0.0265215	0.162713	0.136003	0.102867	0.259944	0.179979	0.156812	0.013996	0.253626	0.0650902	0.0735684	0.0519751	0.050156	0.340045	0.694386	1.07783	1.88774	2.416209
15590	-251.751	-267.713	15.9627	1.697198	16.99771	0.2616	0.0166885	0.0558851	0.00499032	0.1263	0.0011164	0.00470627	0.0216303	0.0423858	0.0786195	0.0138221	0.00675607	0.075554	0.026874	0.0231315	0.00606297	0.0324028	0.0687768	0.0883091	0.0226006	0.100185	0.234995	0.0623859	0.0293565	0.195248	0.0590483	0.0549148	0.0192215	0.0191262	0.254242	0.618397	1.06017	2.06719	1.752693
15600	-255.382	-273.358	17.9759	2.579386	20.73633	0.0756591	0.0465487	0.0076985	0.00206337	0.0555638	0.00145999	0.0046867	0.0220362	0.0587413	0.0333092	0.0108926	0.0307538	0.0297145	0.0356712	0.0281562	0.00369339	0.0221376	0.0478643	0.113131	0.0562698	0.288415	0.210531	0.0815138	0.0429075	0.117403	0.0395229	0.0452275	0.0189261	0.00854443	0.353856	0.705214	1.07947	1.86145	1.539042
15610	-245.994	-267.441	21.4475	2.152004	15.73397	0.0946626	0.0626	0.0114965	0.00561091	0.0235982	0.0022822	0.0065075	0.0369372	0.0277788	0.0202891	0.00648132	0.048741	0.00750574	0.00854995	0.0199679	0.00906599	0.0472118	0.0457143	0.0770863	0.0451999	0.266872	0.238017	0.0408666	0.075727	0.0609157	0.00783784	0.0594706	0.0217548	0.010888	0.310768	0.670262	1.07337	1.9456	1.389637
15620	-240.846	-265.627	24.7812	2.477511	19.44008	0.156262	0.0334863	0.0103931	0.00740031	0.0398922	0.0122594	0.00408281	0.0759463	0.0202879	0.0198968	0.00476164	0.0254315	0.00721956	0.00385668	0.0194139	0.0147088	0.0329076	0.0304942	0.0888499	0.0305937	0.168641	0.229016	0.020572	0.0496607	0.034365	0.0225517	0.0250224	0.0101975	0.0157139	0.344314	0.697769	1.07837	1.87955	1.213885
15630	-241.785	-268.86	27.0753	1.416304	21.51986	0.0822156	0.00695442	0.0116176	0.00701759	0.0134636	0.00302579	0.00708149	0.115283	0.0064224	0.0680325	0.00749167	0.0337242	0.0196599	0.00149355	0.0097218	0.00831515	0.0241155	0.0146395	0.0215615	0.0715407	0.268883	0.126958	0.0106829	0.0298022	0.101905	0.0343332	0.0264338	0.00835579	0.0161819	0.212099	0.574005	1.0451	2.16879	1.156914
15640	-242.625	-268.853	26.2275	2.145755	21.28083	0.0823788	0.002767	0.0560403	0.00558248	0.0308464	0.0101787	0.00653816	0.0694978	0.016148	0.0266847	0.00864939	0.0470887	0.054786	0.00154657	0.0330251	0.00668894	0.0516781	0.0350529	0.0495525	0.0278335	0.158549	0.102707	0.0161558	0.0459499	0.0745762	0.0666933	0.0377442	0.00826391	0.0292931	0.310074	0.669669	1.07324	1.94701	1.162497
15650	-250.141	-273.652	23.511	1.082673	20.79126	0.0719193	0.000671279	0.0295901	0.0138143	0.0233377	0.0217135	0.0209641	0.0378783	0.0329829	0.0107594	0.00205482	0.0264711	0.0417206	0.00840267	0.0521686	0.013632	0.0619331	0.0730058	0.0424949	0.0391765	0.278608	0.15471	0.00530394	0.0306327	0.126352	0.0485076	0.0480829	0.00954286	0.0174713	0.153148	0.500265	1.01245	2.33413	1.343903
15660	-241.97	-269.889	27.9189	3.116512	28.07727	0.0690742	0.00978126	0.0552009	0.00297519	0.0290817	0.0119381	0.0152623	0.0294842	0.00874876	0.0187981	0.00138414	0.0130301	0.0238872	0.0171788	0.0334936	0.0965493	0.0141133	0.0507568	0.0214905	0.0413563	0.0847566	0.0991124	0.0126277	0.0194275	0.0781897	0.039357	0.0877019	0.01071	0.0286689	0.398079	0.737781	1.08303	1.78111	1.024136
15670	-248.061	-268.968	20.9071	1.450034	19.84337	0.1669	0.00619672	0.123721	0.00855267	0.0203202	0.0273838	0.0250823	0.0215575	0.00213749	0.0469077	0.00322218	0.0190383	0.0412847	0.0412406	0.0205717	0.0505012	0.0299873	0.130294	0.0373638	0.0700516	0.259607	0.108526	0.0135632	0.00652762	0.0371467	0.0388463	0.0557069	0.00840645	0.0415213	0.2175	0.580023	1.04735	2.15513	1.462167
15680	-253.117	-275.486	22.3696	1.489314	17.57176	0.0794374	0.0063726	0.163778	0.00842196	0.0411316	0.0280788	0.0282364	0.016	0.0021235	0.0230427	0.00799658	0.0265299	0.0823228	0.046957	0.0461735	0.168267	0.0386362	0.1123	0.0800588	0.0148451	0.141103	0.0408751	0.0125093	0.018012	0.03414	0.0226467	0.0440328	0.00781063	0.0490933	0.223667	0.586768	1.04979	2.13978	1.390933
15690	-252.209	-272.061	19.8522	2.338253	14.77283	0.234675	0.0112564	0.0506143	0.0435259	0.0882032	0.0267006	0.00546784	0.0161408	0.00757156	0.0166277	0.00806684	0.0228619	0.0812944	0.00558416	0.0341229	0.105139	0.0527818	0.0471824	0.0591323	0.0188569	0.265679	0.0573637	0.0240525	0.0124965	0.0555682	0.0254248	0.0475792	0.00576325	0.0349677	0.330565	0.686754	1.07654	1.90615	1.464702
15700	-246.886	-271.373	24.4869	1.006214	15.00202	0.0775086	0.0047276	0.0599853	0.0602304	0.047666	0.0106619	0.00380518	0.0135567	0.00905989	0.0118964	0.0155289	0.0151382	0.0341552	0.00394804	0.0195931	0.0432041	0.0477076	0.0601653	0.158642	0.0275677	0.158163	0.0490641	0.0543399	0.0529486	0.0483749	0.0246415	0.0404784	0.00199243	0.0941338	0.138192	0.478612	1.00102	2.38217	1.248885
15710	-255.931	-274.178	18.2465	1.382307	20.1416	0.0742873	0.0559882	0.116758	0.0432811	0.0730261	0.0335398	0.00341243	0.00683178	0.00938399	0.0630157	0.0137526	0.0150156	0.0273633	0.00734568	0.0302904	0.0763999	0.0245747	0.0521971	0.106067	0.0282056	0.349623	0.0658382	0.0456026	0.0360598	0.05519	0.0348559	0.0284135	0.0151016	0.103073	0.206555	0.567717	1.04269	2.18304	1.594493
15720	-266.121	-272.613	6.49245	1.561678	8.311516	0.134145	0.0105142	0.190546	0.0938341	0.0977156	0.0705862	0.0054333	0.00684549	0.013454	0.0208209	0.009778	0.0531437	0.0261443	0.0111967	0.0514868	0.025439	0.0126199	0.3169	0.11538	0.0436247	0.744284	0.195792	0.0110369	0.0206839	0.0437322	0.0254974	0.0299316	0.0257879	0.0465218	0.234695	0.598511	1.05385	2.11295	2.452876
15730	-257.955	-278.218	20.2632	1.519205	18.9456	0.0864248	0.0325156	0.108993	0.0763404	0.123145	0.0686116	0.00846334	0.00896187	0.00722781	0.0196203	0.0330427	0.0166128	0.044071	0.0071396	0.0678758	0.0294353	0.00761846	0.0890868	0.0517848	0.0296552	0.117774	0.191898	0.0436452	0.0168536	0.0530056	0.0212035	0.032294	0.0124679	0.094633	0.228274	0.591722	1.05153	2.12847	1.500401
15740	-245.739	-266.781	21.0415	0.709324	16.01631	0.0908596	0.0145456	0.16507	0.0888486	0.047962	0.023772	0.0013332	0.0491492	0.0125392	0.0156845	0.00580876	0.0220725	0.0290171	0.00700781	0.0187189	0.0791311	0.00652132	0.0759422	0.0483137	0.0313057	0.206643	0.125323	0.0306431	0.0533598	0.0570422	0.0845606	0.0262358	0.0194693	0.0723643	0.0761809	0.367896	0.928275	2.62765	1.509244
15750	-251.004	-266.045	15.0404	1.773457	18.83312	0.0923309	0.00660822	0.0906791	0.0333378	0.030205	0.028106	0.00312992	0.0766489	0.0435634	0.00419541	0.00463288	0.0261531	0.0639406	0.0262522	0.057806	0.0160196	0.0151061	0.0934161	0.10327	0.0293363	0.437847	0.116111	0.0774332	0.0655443	0.114804	0.0430091	0.0199552	0.0116746	0.0340898	0.264646	0.628537	1.06313	2.04369	1.765205
15760	-249.583	-268.742	19.1594	0.9753947	14.73816	0.136615	0.00489393	0.177279	0.0262512	0.0418139	0.00968156	0.00176086	0.0387326	0.0528821	0.0148784	0.0118765	0.0290427	0.0735651	0.0196571	0.0427528	0.0215727	0.0119162	0.0593011	0.126533	0.0280346	0.168279	0.162348	0.0506075	0.0751418	0.116022	0.0255888	0.0111824	0.0211069	0.0441597	0.132019	0.469229	0.9958	2.40295	1.603477
15770	-253.468	-266.908	13.4403	2.122919	17.67293	0.0787165	0.00639056	0.179956	0.0360546	0.0260499	0.00564398	0.00350714	0.042522	0.0631569	0.00499573	0.0108307	0.0208538	0.13712	0.0102271	0.0294046	0.0372201	0.0174649	0.0394857	0.215454	0.0890984	0.25754	0.0875832	0.0191136	0.0616069	0.234425	0.0378922	0.00251566	0.00391691	0.101905	0.307519	0.667479	1.07278	1.95222	1.860651
15780	-261.699	-270.232	8.53333	1.70804	10.52963	0.0749528	0.0184867	0.19888	0.0443856	0.0622766	0.00358821	0.0119483	0.221839	0.0624486	0.00320721	0.0207752	0.00848093	0.0633823	0.00530032	0.128943	0.0752146	0.0107413	0.0221203	0.149981	0.0285131	0.448853	0.06487	0.0360665	0.0697702	0.352505	0.0348308	0.00354202	0.00361902	0.108285	0.255746	0.619882	1.06062	2.06376	2.337807
15790	-255.529	-268.178	12.6488	1.948316	11.13589	0.0903358	0.0214374	0.352869	0.0437335	0.0210635	0.0224116	0.00570378	0.0854796	0.0643303	0.00368936	0.00287493	0.00903604	0.0778904	0.00379909	0.0559033	0.0742081	0.00240729	0.023752	0.0639936	0.0825668	0.287131	0.0391138	0.0229612	0.0886589	0.239795	0.0756232	0.0190578	0.00118573	0.0732731	0.287026	0.649403	1.06864	1.99493	1.954285
15800	-244.777	-263.288	18.5109	1.973332	16.06787	0.0812085	0.0233801	0.200722	0.0302535	0.0543925	0.0181653	0.0133817	0.0188458	0.0365898	0.00410399	0.00104267	0.0103162	0.0444569	0.00262242	0.0502197	0.0725802	0.00596222	0.0264222	0.106601	0.0438401	0.189466	0.0810477	0.0264057	0.111319	0.153301	0.0229118	0.0782316	0.000388654	0.0802046	0.29007	0.652148	1.06931	1.98847	1.588384
15810	-254.489	-267.927	13.4378	2.877771	19.0876	0.17282	0.0388404	0.163503	0.064237	0.0171016	0.0211406	0.00228428	0.0404783	0.0883304	0.00564926	0.00152145	0.00260561	0.0158634	0.000667943	0.0188003	0.0964112	0.00443793	0.0595783	0.0799688	0.0134152	0.320717	0.0601978	0.0326101	0.0711497	0.214297	0.0275105	0.0641102	0.00103697	0.0862188	0.379579	0.724528	1.08184	1.81405	1.785503
15820	-249.006	-266.127	17.1212	1.058853	13.07973	0.0394306	0.0679755	0.187668	0.0179211	0.0627096	0.0300818	0.0245485	0.0478473	0.0255758	0.0185256	0.00535059	0.00611934	0.0174915	0.000809659	0.0743065	0.0356403	0.0108281	0.0408986	0.0726425	0.0395563	0.303169	0.0175022	0.125957	0.0599111	0.231236	0.0394866	0.0295684	0.000821218	0.0833368	0.148545	0.493754	1.00911	2.3486	1.716915
15830	-259.737	-273.248	13.5109	1.126698	17.55936	0.0646035	0.0742631	0.179977	0.027708	0.0414587	0.0266342	0.0226605	0.0819737	0.038216	0.0304289	0.00777322	0.0117742	0.0318697	0.00118504	0.0905261	0.0297853	0.0382412	0.040212	0.0798324	0.0234888	0.368197	0.00918681	0.0595994	0.229549	0.0917033	0.0915655	0.0631874	0.00199222	0.0584537	0.161518	0.511781	1.01819	2.30851	1.916046
15840	-241.567	-266.589	25.0218	1.104427	24.20235	0.0784676	0.0473729	0.0969148	0.0158732	0.015417	0.0129007	0.0157239	0.0894296	0.0144087	0.0426918	0.00659694	0.00243122	0.0222624	0.00264761	0.045503	0.0838531	0.0515785	0.0277439	0.0245324	0.0503348	0.133889	0.0140631	0.0157813	0.0453454	0.108641	0.0312251	0.037544	0.00531045	0.106533	0.157306	0.506037	1.01536	2.3213	1.245017
15850	-256.568	-267.526	10.9578	1.51718	15.30293	0.109011	0.118766	0.0655472	0.0343903	0.0136174	0.00832489	0.0135558	0.110814	0.0247993	0.0959105	0.0149136	0.0114093	0.0206981	0.00435502	0.037448	0.206212	0.0618029	0.0369607	0.0360566	0.0828282	0.405576	0.0142873	0.00804656	0.0184344	0.262069	0.0554475	0.0334427	0.00513394	0.198862	0.227964	0.591391	1.05141	2.12923	2.108721
15860	-256.516	-265.368	8.85178	2.910055	10.89216	0.11188	0.0660211	0.0953301	0.0549602	0.0104718	0.0034761	0.0108852	0.0518948	0.0416695	0.101128	0.0258946	0.0064611	0.0339459	0.00211886	0.0670242	0.117076	0.0876594	0.110944	0.0734586	0.135708	0.471155	0.00620231	0.0102184	0.0523053	0.12612	0.0661067	0.0331008	0.00478703	0.225868	0.382182	0.726423	1.08203	1.80936	2.203872
15870	-254.869	-265.356	10.4865	4.207946	10.60022	0.144396	0.038255	0.0846427	0.0384134	0.0484861	0.00242157	0.00441	0.0420948	0.0900947	0.0495276	0.0207935	0.0123694	0.0251389	0.00565221	0.0350332	0.157299	0.0697205	0.0829458	0.211405	0.0272246	0.236396	0.0064995	0.0225813	0.0577824	0.182068	0.0499559	0.0954166	0.00122272	0.0768467	0.465433	0.782106	1.08432	1.66815	1.919094
15880	-246.946	-262.567	15.6217	3.341095	11.63885	0.126192	0.0243014	0.209398	0.00722644	0.0231954	0.00248586	0.00741667	0.0513314	0.0885412	0.0661875	0.00914483	0.0206194	0.0248289	0.00375416	0.0259797	0.0665774	0.00634433	0.0484522	0.0624149	0.0397415	0.180401	0.0095888	0.0639442	0.0431726	0.131153	0.0535739	0.106125	0.000909838	0.093162	0.414042	0.748821	1.08375	1.75339	1.596164
15890	-261.372	-271.689	10.3163	1.537076	11.90357	0.0692759	0.0590807	0.1035	0.0143389	0.0277375	0.00187217	0.0102864	0.0842608	0.042405	0.0707794	0.00329277	0.0133142	0.0230892	0.00444369	0.0291765	0.211431	0.00300151	0.0296816	0.0578219	0.142012	0.373068	0.00754532	0.0645597	0.0829813	0.347251	0.0733409	0.0498793	0.0022086	0.206622	0.230994	0.594614	1.05253	2.12187	2.208257
15900	-262.484	-271.916	9.43255	2.452413	19.3346	0.12345	0.0165753	0.0513907	0.00788956	0.0408019	0.00517984	0.0280329	0.0680536	0.021982	0.04417	0.00651073	0.0208418	0.0485776	0.0103164	0.0736931	0.191082	0.00261777	0.0349687	0.0490483	0.157647	0.174226	0.0440239	0.0414307	0.18959	0.304392	0.0689962	0.092018	0.00958209	0.0814888	0.341898	0.695858	1.07807	1.88418	2.008577
15910	-259.654	-269.138	9.48388	1.591216	12.28592	0.0730065	0.00612015	0.02447	0.00399079	0.0493259	0.00318576	0.0512119	0.0700642	0.00415641	0.0669479	0.00417722	0.0257815	0.015814	0.007281	0.0665444	0.104886	0.00181345	0.0898979	0.0989971	0.105509	0.124129	0.0166584	0.0724786	0.107271	0.327631	0.0830347	0.413012	0.0170282	0.236862	0.239076	0.603067	1.05536	2.1025	2.271284
15920	-250.277	-266.599	16.3224	1.951045	11.28069	0.136188	0.00574713	0.0174111	0.005097	0.0609648	0.00486103	0.0157929	0.0172434	0.00489546	0.0358825	0.0141323	0.0203527	0.0152088	0.0170954	0.0978689	0.0394838	0.00158281	0.214482	0.0383252	0.0447352	0.0468822	0.0829252	0.0238301	0.075972	0.146256	0.1249	0.207137	0.0116333	0.107064	0.28736	0.649705	1.06871	1.99422	1.633948
15930	-257.205	-265.708	8.50359	2.400131	10.13901	0.167067	0.00327905	0.0216366	0.00240498	0.0521686	0.00381027	0.0241555	0.016863	0.00145494	0.0219193	0.030255	0.0150822	0.06422	0.00229234	0.0195677	0.0401496	0.0028453	0.224115	0.112054	0.0788217	0.026645	0.0831827	0.110752	0.151235	0.30075	0.0711781	0.306951	0.0365123	0.270758	0.336779	0.691776	1.0774	1.89405	2.262127
15940	-257.029	-271.638	14.6092	3.447307	16.91563	0.114103	0.00396949	0.0329603	0.00296639	0.0550378	0.00195855	0.0140419	0.05469	0.00042594	0.0302744	0.0360759	0.00957334	0.0510829	0.00222092	0.049918	0.0368717	0.00347361	0.342451	0.0530954	0.0622747	0.0390014	0.0874951	0.131043	0.089459	0.087672	0.0463689	0.136311	0.0212072	0.134399	0.421157	0.753629	1.08398	1.74123	1.730422
15950	-255.167	-265.507	10.34	3.005717	11.81045	0.181285	0.00412425	0.0109382	0.00446503	0.119702	0.0101407	0.0129367	0.0238779	0.000821934	0.0368063	0.0170223	0.0126414	0.0401605	0.00828826	0.0761278	0.0661857	0.00118701	0.16501	0.045348	0.052373	0.0837194	0.0487329	0.12645	0.216951	0.0816273	0.0432771	0.356491	0.0385765	0.196341	0.389704	0.731844	1.08254	1.79591	2.081608
15960	-256.694	-267.256	10.5616	1.936932	9.431574	0.172132	0.00375153	0.0216178	0.00526346	0.0669226	0.0101647	0.00491644	0.0282898	0.000612868	0.0406859	0.00892994	0.0246373	0.0865932	0.00664257	0.0546011	0.0793391	0.00197745	0.150862	0.0941793	0.0400987	0.158981	0.065257	0.108759	0.128742	0.129232	0.0584744	0.390857	0.0820718	0.0307335	0.285628	0.648135	1.06833	1.99791	2.055326
15970	-259.096	-272.837	13.7411	1.006479	17.16839	0.136137	0.00370552	0.0395363	0.00785391	0.0368719	0.034947	0.0130969	0.0210972	0.000263691	0.0469709	0.00497495	0.0140483	0.0147889	0.00183278	0.038271	0.0636568	0.00174853	0.125593	0.142899	0.0300137	0.254647	0.0870838	0.135788	0.133956	0.108263	0.0750898	0.269218	0.050809	0.0266318	0.138245	0.478691	1.00107	2.382	1.919793
