Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
1530	-1934.1	-1943.66	9.56572	0.931383	10.3284	0.0426058	0.0187588	0.0442318	0.13773	0.117767	0.050126	0.0127233	0.0593171	0.0815184	0.0188269	0.0204066	0.0913098	0.00407281	0.0466126	0.165329	0.0130163	0.00466939	0.0752475	0.0379367	0.00156756	0.0653046	0.0248685	0.107648	0.229844	0.0525027	0.161595	0.0389215	0.140912	0.0354985	0.046934	0.0349761	0.0714929	0.0206357	0.0128774	0.0169799	0.033481	0.0375335	0.0471164	0.148562	0.0789443	0.0697043	0.176907	0.031401	0.0116181	0.430456	0.0277916	0.0908171	0.123068	0.455109	0.98763	2.43419	3.289096
1540	-1928.28	-1942.45	14.1767	0.8895974	12.03616	0.0564169	0.0155313	0.040142	0.123542	0.0712873	0.0171102	0.019255	0.0598644	0.00900548	0.0133721	0.0290421	0.101136	0.00276327	0.0558097	0.109252	0.018474	0.00815973	0.0699952	0.016146	0.00374977	0.091629	0.0154682	0.151926	0.128151	0.108901	0.0896656	0.0526253	0.088322	0.0411063	0.0271008	0.0421764	0.0561483	0.059733	0.0285923	0.0447818	0.0641649	0.0184679	0.0386925	0.27398	0.155546	0.0238443	0.146286	0.0214722	0.0244106	0.348589	0.00849862	0.0216074	0.114434	0.440853	0.978993	2.46572	3.011941
1550	-1923.56	-1940.6	17.0412	0.8061576	19.39271	0.0307731	0.0101018	0.025634	0.120985	0.032266	0.0256125	0.0267275	0.0488448	0.0205213	0.0369547	0.0165085	0.144114	0.013228	0.0789705	0.0897626	0.0132567	0.00811048	0.0956343	0.0267778	0.00184031	0.0273935	0.0453854	0.173319	0.0524965	0.140662	0.119695	0.0827634	0.116523	0.0285702	0.032865	0.0515416	0.0733875	0.0992091	0.0267394	0.0197853	0.0623005	0.0243734	0.0172849	0.158077	0.0712053	0.0273297	0.140962	0.0880977	0.00336625	0.209534	0.0288545	0.0177612	0.0968683	0.409601	0.958647	2.53488	2.806107
1560	-1940.4	-1948.5	8.10226	1.19504	13.63049	0.11769	0.0176897	0.0823787	0.181295	0.0734806	0.0236998	0.0242525	0.0661306	0.0600525	0.0292547	0.0101282	0.158491	0.0114106	0.0861532	0.184544	0.0122787	0.0174299	0.0604497	0.0272837	0.0048527	0.0252424	0.0522864	0.112115	0.0575318	0.16603	0.218077	0.0438737	0.179063	0.0373927	0.0322898	0.0302091	0.0294678	0.0907125	0.0149242	0.0290134	0.0386093	0.0828039	0.0143768	0.208294	0.0419063	0.0171601	0.28487	0.085714	0.00270249	0.243279	0.0647153	0.0368125	0.174153	0.528437	1.02606	2.27135	3.488418
1570	-1928.35	-1942.79	14.4433	1.430196	14.71161	0.0654437	0.0168147	0.0630894	0.125175	0.0265495	0.0753437	0.0272791	0.0503356	0.0493674	0.0448791	0.0143095	0.111296	0.00522246	0.0533468	0.157058	0.0196331	0.0222608	0.0550446	0.0268283	0.00613081	0.0838614	0.0570234	0.0818801	0.0378777	0.168695	0.0577013	0.088906	0.119417	0.0653787	0.032421	0.0450933	0.03702	0.095646	0.00953543	0.0303271	0.0734679	0.0509805	0.0359724	0.16626	0.0591666	0.0102752	0.210618	0.0609216	0.00411331	0.263392	0.0300881	0.022758	0.214335	0.57651	1.04605	2.16311	3.014204
1580	-1925.74	-1941.49	15.7475	1.375227	12.96654	0.0515248	0.0201173	0.0690662	0.135262	0.044851	0.0270588	0.0204154	0.068134	0.0294158	0.0283301	0.0228895	0.132592	0.00246128	0.0447746	0.0983027	0.0250363	0.0131458	0.0648198	0.0310653	0.0092133	0.0420084	0.0854834	0.118096	0.102517	0.160659	0.0689075	0.0641731	0.146293	0.0741398	0.0147466	0.0617209	0.0498576	0.0900455	0.00958591	0.0603097	0.0820532	0.0208935	0.0882133	0.124164	0.0339467	0.0514251	0.153997	0.0217841	0.0118628	0.183287	0.0257749	0.00834662	0.205388	0.566379	1.04217	2.18606	2.892768
1590	-1926.26	-1941.5	15.2377	0.6114842	13.33059	0.0655613	0.00377501	0.0435062	0.0711239	0.0719292	0.0393285	0.00513102	0.0655539	0.0513194	0.0191513	0.0181429	0.150412	0.00317123	0.0280851	0.0781713	0.0375099	0.0114778	0.0309381	0.0132974	0.01222	0.0391282	0.0918943	0.0840557	0.169265	0.107631	0.0727375	0.057634	0.0893051	0.0473473	0.0211965	0.0652725	0.069528	0.0956483	0.0101417	0.0473476	0.0780546	0.0358463	0.0515986	0.198124	0.04654	0.0599523	0.232459	0.0147922	0.0383686	0.320748	0.0277252	0.00931796	0.055485	0.318596	0.887067	2.73885	3.001465
1600	-1933.34	-1944.25	10.9135	1.890031	12.86712	0.0338439	0.004253	0.0657375	0.177179	0.0208678	0.0340531	0.0121184	0.122081	0.059863	0.0261373	0.00597608	0.0954685	0.00134921	0.051064	0.103616	0.0340859	0.0168267	0.0579916	0.0178424	0.00800894	0.0373226	0.0588982	0.0925471	0.0685278	0.158526	0.0269084	0.190376	0.194848	0.146766	0.0264168	0.0585823	0.0817894	0.0857756	0.0151561	0.0307707	0.0616319	0.0347499	0.0926474	0.261189	0.0470539	0.059109	0.100748	0.0130043	0.024701	0.247578	0.050446	0.00978919	0.279784	0.642786	1.06698	2.01045	3.224221
1610	-1941.34	-1951.69	10.3436	0.8461162	12.59256	0.039033	0.00869639	0.0400243	0.098288	0.0289178	0.0264406	0.00318874	0.146934	0.0456701	0.0444809	0.00844112	0.146052	0.00673094	0.0507678	0.128468	0.0304052	0.0266535	0.0639057	0.0123081	0.0181862	0.0377486	0.07849	0.0723323	0.066104	0.196051	0.0450086	0.0898931	0.255243	0.120406	0.0370402	0.16772	0.0617707	0.0797311	0.0329453	0.0650233	0.0530755	0.0245157	0.110125	0.254229	0.0409247	0.0471975	0.0930618	0.0290388	0.0140678	0.252231	0.0424621	0.0065082	0.105327	0.425059	0.968957	2.50066	3.346538
1620	-1934.73	-1940.85	6.11537	1.629284	11.85684	0.0432621	0.0128737	0.0722254	0.0859172	0.0832453	0.0763186	0.0136931	0.113269	0.00940375	0.0421889	0.0288011	0.183621	0.00696072	0.0625553	0.0989029	0.0216119	0.0116185	0.0517482	0.0160166	0.0210431	0.0432731	0.0384634	0.143888	0.0589518	0.163535	0.156406	0.082336	0.256456	0.146647	0.0328713	0.0893797	0.060495	0.0853551	0.024037	0.0779211	0.0461636	0.0175193	0.0696088	0.297022	0.0156893	0.0460652	0.198099	0.00897849	0.0153536	0.30655	0.0754711	0.00670867	0.244621	0.608751	1.05719	2.08944	3.61852
1630	-1955.86	-1953.34	-2.51615	2.469278	8.01188	0.0250732	0.0164237	0.0512653	0.185339	0.113995	0.109357	0.0104704	0.0950516	0.0236723	0.0330715	0.00937091	0.146154	0.00917928	0.0368564	0.100244	0.0312426	0.00995638	0.0401886	0.0129373	0.0188346	0.0427772	0.0610303	0.23119	0.0461193	0.167796	0.270138	0.124116	0.343031	0.223403	0.0784342	0.0839299	0.0652911	0.0759743	0.0881335	0.0955052	0.0893886	0.0340081	0.0973466	0.174287	0.0275731	0.0645175	0.161951	0.00638859	0.0148062	0.315346	0.0556852	0.00723743	0.343524	0.697146	1.07827	1.88106	4.124088
1640	-1945.37	-1942.51	-2.86342	2.636561	11.03639	0.0489317	0.0191439	0.0560147	0.0984569	0.0395554	0.0917951	0.014108	0.0923557	0.00735969	0.0278787	0.0189232	0.1232	0.00824771	0.041683	0.13173	0.0516533	0.0159247	0.0639709	0.0146884	0.0424056	0.0932681	0.089047	0.335926	0.120412	0.14236	0.112169	0.082583	0.259558	0.166484	0.0350917	0.0991363	0.0434745	0.0557069	0.115745	0.0613288	0.0669896	0.0565162	0.0520272	0.297038	0.0690934	0.0584077	0.276976	0.00558446	0.0157593	0.488431	0.102195	0.00997696	0.359033	0.709188	1.08002	1.85176	4.319311
1650	-1939.27	-1945.83	6.55922	1.354656	15.15152	0.049873	0.0376982	0.0795665	0.0839885	0.035788	0.0815687	0.0134751	0.0796999	0.00366118	0.0261188	0.0218792	0.105564	0.0159356	0.0652718	0.114983	0.0226419	0.00720387	0.0603201	0.0372517	0.0475706	0.121273	0.0576498	0.181621	0.0513837	0.148852	0.0840377	0.0340247	0.165694	0.13423	0.0334189	0.0404231	0.0430228	0.0855298	0.059355	0.11694	0.0533486	0.0316183	0.0913722	0.308133	0.0792607	0.0968346	0.0737018	0.005888	0.0294861	0.363118	0.055256	0.00208444	0.201972	0.562429	1.04061	2.19499	3.537617
1660	-1931.15	-1942.28	11.1207	0.7721522	17.93984	0.0494432	0.0198967	0.055719	0.133642	0.0237703	0.0509116	0.0253987	0.0800803	0.00348957	0.0299405	0.0138227	0.117313	0.00563901	0.0554256	0.155491	0.00761156	0.0145035	0.05801	0.019672	0.0373074	0.0587655	0.05559	0.118797	0.0318404	0.130884	0.228288	0.0340668	0.0716288	0.0611504	0.0310587	0.0677282	0.0716986	0.0384103	0.030399	0.0953693	0.147786	0.0256132	0.0581788	0.238714	0.142637	0.0338998	0.0413441	0.00281174	0.00877315	0.349869	0.0433997	0.00166363	0.0896208	0.395676	0.94893	2.56577	3.177453
1670	-1932.66	-1945.77	13.1124	0.9758386	15.89704	0.0440032	0.0333342	0.0503388	0.0970314	0.0395998	0.0661493	0.0147132	0.0318718	0.00314375	0.0179147	0.01088	0.152176	0.00215738	0.0565646	0.133226	0.0359203	0.0105748	0.0801398	0.0264813	0.035845	0.0737867	0.0902825	0.0432763	0.0444145	0.124705	0.127115	0.079081	0.0589158	0.084597	0.0252937	0.0280545	0.0398857	0.0172317	0.0249419	0.0196015	0.135729	0.0125946	0.0842245	0.313336	0.154405	0.0810077	0.0889289	0.00252408	0.0184971	0.347054	0.0531237	0.00127483	0.132108	0.469367	0.995878	2.40265	3.115948
1680	-1943.23	-1943.78	0.554163	1.469276	9.348489	0.0663848	0.0343329	0.0859794	0.153734	0.0516472	0.0510362	0.0393034	0.0600764	0.0107941	0.080114	0.00747172	0.185765	0.00244809	0.104449	0.13088	0.0364852	0.00530521	0.0422542	0.0292498	0.0247967	0.0821588	0.102193	0.0385008	0.0862249	0.138045	0.197686	0.0726905	0.129296	0.0894138	0.0925648	0.0511391	0.0953758	0.0431734	0.0840441	0.00533536	0.16214	0.0499378	0.0639969	0.347321	0.198628	0.0625316	0.0815005	0.000638365	0.0364861	0.46756	0.0763059	0.00269041	0.220537	0.583361	1.04857	2.14754	4.060086
1690	-1946.28	-1950.11	3.83398	1.228412	13.30575	0.0328338	0.0310591	0.114623	0.169224	0.105311	0.112104	0.0127068	0.0656814	0.0091993	0.0568574	0.00557305	0.138414	0.0230167	0.0457744	0.14544	0.0232202	0.0108495	0.0844904	0.0147167	0.0358216	0.0320765	0.0510747	0.0239977	0.10958	0.123174	0.1459	0.0887827	0.139769	0.135169	0.056232	0.0300961	0.0412777	0.0707004	0.081488	0.0215009	0.124033	0.0246461	0.0384509	0.328184	0.14364	0.0270016	0.157753	0.000678278	0.0296696	0.502634	0.0247024	0.0224107	0.180164	0.536078	1.02951	2.25425	3.811539
1700	-1938.25	-1945	6.7453	1.715149	13.25864	0.0735824	0.0176706	0.084882	0.140667	0.0782049	0.0708083	0.0114945	0.0368244	0.00903357	0.0364412	0.00862836	0.184472	0.00499784	0.0777617	0.0642841	0.0237739	0.013629	0.021247	0.0243239	0.0513796	0.0882891	0.0556885	0.0224752	0.146496	0.114612	0.103352	0.0406706	0.131486	0.212003	0.0564889	0.0608745	0.0727223	0.0881507	0.0588987	0.021047	0.128229	0.010763	0.0281707	0.284898	0.168964	0.0360364	0.14538	0.000656231	0.0170123	0.390181	0.011931	0.0273472	0.256728	0.620847	1.0609	2.06152	3.55693
1710	-1947.96	-1949.81	1.84906	1.401507	11.89463	0.0842583	0.0291828	0.0675309	0.14284	0.0540927	0.070846	0.0159454	0.0426549	0.0153239	0.0393404	0.0281678	0.195545	0.0063666	0.0343962	0.0526382	0.019864	0.0159996	0.0198523	0.0387306	0.0145386	0.176833	0.0525871	0.0551458	0.142645	0.0714019	0.109717	0.075763	0.213553	0.216193	0.0420928	0.0942418	0.0493479	0.0736736	0.0738673	0.0204081	0.161431	0.0500628	0.0248324	0.385881	0.181939	0.0386278	0.177945	0.000189329	0.0163578	0.463786	0.00865117	0.0315001	0.209699	0.571297	1.04407	2.17493	3.996788
1720	-1944.81	-1948.37	3.56186	2.089844	14.00872	0.069769	0.0365186	0.0930736	0.08972	0.0618777	0.0615386	0.013444	0.0846981	0.015152	0.0450675	0.0170772	0.165474	0.0152076	0.0687395	0.0670807	0.0367866	0.0232208	0.0594131	0.0214841	0.0217384	0.0745303	0.0651269	0.0821154	0.20855	0.0809223	0.0991264	0.0446212	0.115087	0.0850375	0.0203908	0.080442	0.0431613	0.0449271	0.0486887	0.030514	0.239265	0.040452	0.0318592	0.408437	0.157388	0.0583277	0.22533	0.000216291	0.0222257	0.29823	0.00985827	0.0589884	0.303769	0.66424	1.07208	1.95991	3.7409
1730	-1943.47	-1949.06	5.58818	1.441772	13.0533	0.0989479	0.0502681	0.0541026	0.106693	0.0496574	0.0527083	0.0310342	0.100872	0.00817197	0.0245668	0.0112987	0.121914	0.00841668	0.0698552	0.109499	0.025044	0.0172674	0.0860391	0.0134289	0.0183236	0.0215275	0.0893688	0.157276	0.166927	0.23321	0.0883892	0.0454812	0.0789486	0.0855618	0.0180027	0.034626	0.0580408	0.0305173	0.0310803	0.0376899	0.155823	0.0436148	0.04793	0.315555	0.184811	0.0965431	0.108916	0.000619113	0.0293612	0.374553	0.0372939	0.0396422	0.216186	0.578568	1.04681	2.15843	3.669418
1740	-1940.67	-1950.9	10.2264	1.151696	13.81927	0.0371796	0.0170418	0.0680363	0.132774	0.0447272	0.0781176	0.0808999	0.0765396	0.00117073	0.0277737	0.0067161	0.139878	0.0112119	0.0307884	0.07832	0.0219383	0.00981878	0.0537329	0.0252423	0.00356331	0.00505235	0.102595	0.105137	0.145666	0.0927032	0.0640082	0.130998	0.104628	0.018366	0.0377717	0.0682204	0.066472	0.0484028	0.0499717	0.0306764	0.116442	0.0301386	0.0672653	0.345142	0.185601	0.0264726	0.0830976	0.00175401	0.0197974	0.335607	0.0930938	0.0136892	0.16619	0.518039	1.0212	2.29457	3.334239
1750	-1936.66	-1946.81	10.1443	1.031449	13.97716	0.0652016	0.0090582	0.0407191	0.103121	0.0639413	0.07197	0.0440519	0.0877682	0.000487916	0.0359449	0.0091855	0.130255	0.0110503	0.061621	0.120387	0.0166877	0.00690744	0.06959	0.0269034	0.00136891	0.00747334	0.0653406	0.149221	0.111166	0.10888	0.17315	0.129568	0.205714	0.0397027	0.0501848	0.0248131	0.101657	0.0298009	0.0782797	0.023831	0.112257	0.0294738	0.0053851	0.254733	0.0579402	0.100234	0.0535251	0.00654475	0.051806	0.35066	0.02658	0.0228505	0.143186	0.486005	1.00502	2.36579	3.346993
1760	-1930.42	-1940	9.5871	1.189179	15.09602	0.0677339	0.00709243	0.0375756	0.149306	0.0443141	0.0644905	0.020841	0.0611117	0.000368638	0.0276206	0.0181366	0.190375	0.0124264	0.0707919	0.133197	0.00949681	0.012756	0.0294128	0.0263384	0.00873409	0.0146634	0.0875494	0.157574	0.10087	0.0691572	0.118944	0.0857821	0.222465	0.0807568	0.038458	0.0337783	0.112127	0.0603316	0.034409	0.0255945	0.124874	0.0354035	0.00326744	0.237068	0.092946	0.0117002	0.11613	0.00322126	0.0466544	0.405834	0.0267358	0.0119063	0.173087	0.527064	1.02543	2.27442	3.350319
1770	-1948.73	-1949.41	0.672431	1.582909	8.832801	0.0587151	0.00890117	0.0408096	0.133887	0.0395758	0.0972233	0.0148912	0.0828385	0.000766164	0.0328524	0.0149674	0.145019	0.0334133	0.0706581	0.105158	0.0240834	0.0485389	0.0485098	0.0321254	0.00573102	0.033581	0.0682951	0.295196	0.120696	0.108058	0.0768125	0.135273	0.243337	0.113508	0.0913396	0.0493594	0.0871779	0.150468	0.0429025	0.0281146	0.136568	0.030778	0.00744504	0.351932	0.00956364	0.0146688	0.144062	0.00883419	0.0439276	0.459591	0.0876322	0.00283261	0.237851	0.601799	1.05494	2.10541	3.980618
1780	-1938.5	-1943.09	4.59082	1.689226	10.04729	0.0345101	0.00947546	0.0511063	0.117856	0.0507291	0.111006	0.009828	0.0856276	0.0132067	0.0270253	0.00808884	0.138314	0.0201457	0.0560993	0.158683	0.0438745	0.0148879	0.0583336	0.0234781	0.0110062	0.0293662	0.0563976	0.153174	0.103136	0.0661556	0.0747089	0.0582355	0.205058	0.141423	0.0312865	0.0177443	0.065366	0.154525	0.121719	0.0316075	0.0241225	0.125839	0.00406082	0.384324	0.00879735	0.0127836	0.247164	0.047988	0.0334851	0.393152	0.0358608	0.00659275	0.25313	0.617296	1.05984	2.06973	3.677355
1790	-1929.72	-1938.86	9.13948	1.388273	15.32351	0.040975	0.00576851	0.0373581	0.132928	0.0502281	0.0469721	0.00325178	0.0527944	0.0294759	0.0321784	0.0111274	0.167431	0.00967036	0.0943135	0.110256	0.0372922	0.00601462	0.0494044	0.0208189	0.00954641	0.030931	0.101493	0.107682	0.077051	0.0954772	0.0589565	0.0625543	0.222247	0.0541183	0.0277919	0.0557302	0.0440014	0.175128	0.0504398	0.0684026	0.0748678	0.0442903	0.00588371	0.229674	0.00621362	0.0241352	0.184796	0.102734	0.0687572	0.359718	0.0684257	0.010402	0.207536	0.568838	1.04313	2.1805	3.359707
1800	-1931.21	-1944.05	12.8343	0.9233533	15.04007	0.0709366	0.0140305	0.0372853	0.0849454	0.0354702	0.0493247	0.0147519	0.149637	0.0649199	0.0460574	0.0160503	0.116757	0.00319269	0.0324175	0.134067	0.0321112	0.0070014	0.0730361	0.0170683	0.0207992	0.0464541	0.049373	0.133635	0.0898668	0.122398	0.120349	0.0581213	0.115004	0.0563603	0.0470654	0.0423603	0.0842858	0.114034	0.0267716	0.0258817	0.0419358	0.0291316	0.00594515	0.281357	0.0249475	0.0129942	0.275237	0.0347851	0.0459646	0.187168	0.0382497	0.0241622	0.121418	0.452436	0.98604	2.4401	3.153697
1810	-1936.25	-1942.26	6.00744	0.7617382	10.14905	0.0236144	0.0168852	0.0467144	0.131608	0.101703	0.0838281	0.0232399	0.101269	0.0379052	0.0282027	0.0173934	0.193708	0.00331262	0.0543493	0.191283	0.0363027	0.0132865	0.0571363	0.0426862	0.0123557	0.0185615	0.0591269	0.179979	0.106309	0.120511	0.0810251	0.0455408	0.240453	0.0976615	0.0308648	0.0367819	0.0529103	0.110216	0.0203047	0.0172112	0.0782996	0.0477793	0.00515272	0.341277	0.00704969	0.0085562	0.253467	0.0351657	0.051768	0.326904	0.020106	0.0271853	0.0873952	0.391261	0.945762	2.57558	3.636949
1820	-1934.25	-1943.97	9.72435	1.062296	14.22085	0.0138603	0.0140102	0.0278928	0.15803	0.0476656	0.0692046	0.0240187	0.0479491	0.0531489	0.0224801	0.0253483	0.199193	0.00457619	0.0553164	0.143105	0.0547274	0.00985726	0.0750369	0.0269602	0.0160163	0.0359535	0.048661	0.104713	0.0483676	0.151747	0.0309213	0.0596775	0.159846	0.16337	0.0211731	0.0616021	0.0876106	0.115016	0.0609274	0.0100682	0.0871338	0.0466347	0.00277353	0.171446	0.00332854	0.0138708	0.28928	0.0678538	0.0340803	0.347997	0.0255181	0.0327324	0.149213	0.494707	1.0096	2.34648	3.370701
1830	-1927.84	-1943.42	15.5803	0.7519774	16.83229	0.0112147	0.0175234	0.0213644	0.0788871	0.0562794	0.0361342	0.0482631	0.109025	0.0130786	0.00878985	0.0398624	0.103411	0.0126439	0.035147	0.100588	0.0328168	0.00809324	0.041138	0.0159795	0.0212234	0.0438977	0.0207422	0.105378	0.10922	0.137266	0.0475456	0.0561676	0.0796652	0.0925571	0.0103985	0.0390468	0.0731674	0.143076	0.0368661	0.0124651	0.0852825	0.0295994	0.0038611	0.252511	0.00151487	0.00398338	0.200014	0.123084	0.0252202	0.374936	0.0134537	0.0256242	0.0853076	0.387056	0.942706	2.58493	2.958006
1840	-1935.01	-1949.88	14.8661	0.7702079	15.78504	0.0381269	0.0109179	0.0110812	0.0985423	0.0565612	0.0558763	0.0564295	0.146796	0.0206333	0.0112533	0.0149838	0.0838697	0.0112471	0.0281385	0.173788	0.0211823	0.0182163	0.0405198	0.0367785	0.0107187	0.050062	0.0539082	0.0692016	0.25204	0.0765123	0.0248786	0.0389898	0.10968	0.0960957	0.00613304	0.078846	0.0562877	0.143656	0.0459747	0.00843852	0.0494879	0.0249284	0.0100334	0.129506	0.00113131	0.0049215	0.182801	0.0788674	0.0313516	0.410271	0.0129673	0.02772	0.0892054	0.394857	0.948345	2.56759	3.020351
1850	-1922.36	-1940.13	17.7712	0.7473112	12.82575	0.0301257	0.0160122	0.0246035	0.0999155	0.0331429	0.0320903	0.0206073	0.0403279	0.0150923	0.0135324	0.007514	0.15296	0.0168095	0.0585398	0.0793594	0.0127081	0.0198789	0.0481843	0.0217815	0.00561555	0.0523189	0.0462536	0.154024	0.105839	0.197036	0.0336748	0.0162971	0.058496	0.112079	0.0112262	0.071681	0.0635796	0.0489052	0.0369643	0.0115266	0.0490493	0.0141173	0.0389128	0.265453	0.0059215	0.00197174	0.119341	0.0911999	0.0339241	0.369575	0.00962742	0.0100906	0.0843092	0.385023	0.941214	2.58945	2.777886
1860	-1930.47	-1946.77	16.3074	0.8330818	15.47713	0.0270711	0.00403751	0.0705356	0.134712	0.0231364	0.0344549	0.00771317	0.0506012	0.0212948	0.0322551	0.00917306	0.0562847	0.012576	0.0177989	0.196569	0.012367	0.0167001	0.0676683	0.0467894	0.0177209	0.0645782	0.0547739	0.12561	0.122913	0.120354	0.0373064	0.00616601	0.23315	0.131313	0.0109915	0.044823	0.11479	0.0738021	0.0278674	0.00824332	0.0530212	0.013657	0.0485584	0.195724	0.00948711	0.000963538	0.110478	0.0584088	0.032599	0.348194	0.00935068	0.0108244	0.102576	0.42012	0.965716	2.51159	2.927409
1870	-1927.9	-1947.35	19.4448	0.5653958	19.38558	0.0387514	0.00230029	0.0392661	0.129242	0.0330566	0.0551385	0.00662904	0.0546242	0.0442981	0.00994317	0.00591122	0.100521	0.0156072	0.0476237	0.100456	0.0219516	0.0223439	0.037099	0.0416356	0.0161134	0.0455877	0.0399458	0.253905	0.145184	0.0613366	0.0267442	0.00911085	0.0622639	0.0815963	0.00246635	0.0509395	0.0410143	0.0580409	0.0177884	0.00455221	0.0620578	0.0165634	0.0478431	0.250924	0.0519977	0.00262055	0.141835	0.0549284	0.0263416	0.289546	0.0121489	0.0149567	0.0460588	0.292481	0.862583	2.79888	2.694751
1880	-1920.4	-1947.79	27.3935	0.3175896	19.17988	0.0413248	0.00165593	0.02747	0.0597584	0.0317224	0.0600795	0.00289626	0.0338245	0.0296912	0.0253285	0.00579262	0.0591364	0.00252399	0.0226947	0.0403056	0.0138736	0.0245646	0.0307972	0.0350667	0.00977077	0.0109157	0.0461529	0.198575	0.0938256	0.0953573	0.016614	0.0104156	0.13593	0.0403901	0.00763873	0.0706895	0.030644	0.0692033	0.0187612	0.00373911	0.0244343	0.0122607	0.0315024	0.200601	0.0755015	0.0054672	0.157544	0.0439372	0.0276944	0.279857	0.0263864	0.00582935	0.00683019	0.11823	0.624193	3.25075	2.298145
1890	-1916.39	-1938.82	22.4337	0.5672447	16.89831	0.0339871	0.000860666	0.0430279	0.077983	0.0306233	0.0701375	0.0169461	0.0757845	0.0407252	0.0181324	0.00728988	0.0992239	0.00230954	0.0238577	0.110383	0.0180659	0.0195472	0.025534	0.0188775	0.0120173	0.0230231	0.024433	0.103491	0.0993375	0.0722116	0.021859	0.0152006	0.152516	0.0612398	0.0179114	0.0657528	0.0160341	0.0408703	0.0971702	0.0215537	0.0534891	0.0233785	0.0272059	0.169128	0.0631027	0.00345017	0.137831	0.0169772	0.0197131	0.440077	0.0266406	0.0030101	0.0464305	0.293567	0.863642	2.79636	2.561921
1900	-1913.41	-1938.96	25.5559	0.4433917	15.88664	0.0314569	0.000925487	0.0527221	0.0825762	0.0329331	0.0552014	0.023353	0.0594407	0.0301394	0.012505	0.00744281	0.0725858	0.00359707	0.0430158	0.0843251	0.0184534	0.0159198	0.0435947	0.0100697	0.00680701	0.0222932	0.0485826	0.10795	0.0521526	0.058874	0.00750269	0.0105224	0.110707	0.0576543	0.0222041	0.0480728	0.0267591	0.0549179	0.0498467	0.0303123	0.0564865	0.0234488	0.0369349	0.231072	0.0705128	0.00344377	0.165623	0.0277942	0.0225536	0.297688	0.0321988	0.00325544	0.0234395	0.213365	0.77427	2.98893	2.36643
1910	-1922.59	-1949.3	26.709	0.6438884	24.29193	0.0149638	0.000204736	0.0376382	0.0765697	0.0382119	0.0494837	0.00971476	0.0872105	0.0634828	0.063458	0.00566441	0.120139	0.00147861	0.0345688	0.103085	0.0165524	0.0163177	0.0401403	0.0191307	0.00406259	0.0336071	0.0501761	0.0454157	0.0124355	0.0327903	0.0104613	0.0112596	0.0879294	0.0537623	0.0104068	0.0509568	0.0621289	0.107719	0.0459503	0.00610694	0.0831981	0.0118698	0.0206138	0.228075	0.0737279	0.0150795	0.135535	0.0361627	0.0212955	0.187467	0.00687728	0.00124955	0.0622681	0.335807	0.902158	2.69977	2.244335
1920	-1917.89	-1942	24.1101	0.6608795	17.23212	0.0131695	0.000432601	0.0417904	0.0640263	0.0142923	0.0373809	0.0112944	0.0572111	0.050147	0.0305381	0.00803579	0.0812498	0.00378346	0.0340426	0.109963	0.0147157	0.0109093	0.044331	0.00666269	0.00143422	0.0706558	0.0464503	0.134122	0.0256367	0.0439347	0.00477277	0.0992159	0.0987085	0.0532235	0.00640996	0.0595328	0.0723128	0.0548319	0.0421031	0.0266287	0.0396737	0.0325994	0.0290438	0.205505	0.0517676	0.0122762	0.180372	0.0151126	0.0304774	0.369543	0.013825	0.00490754	0.0658599	0.344472	0.909462	2.68021	2.459053
1930	-1922.53	-1939.02	16.4829	0.9324071	15.81429	0.0631508	0.00239786	0.041853	0.0766355	0.0757682	0.0739894	0.0446357	0.133703	0.0337287	0.0158811	0.0166289	0.0633046	0.00120031	0.0589845	0.167146	0.0159795	0.00730236	0.0732643	0.0236953	0.0041952	0.0634042	0.0423152	0.121598	0.0367096	0.0994919	0.0350492	0.0563732	0.1911	0.0916988	0.0133349	0.0291529	0.0490113	0.11922	0.0411869	0.0127647	0.0696228	0.0582147	0.0456778	0.235316	0.0235415	0.0424238	0.143653	0.0158135	0.028748	0.182721	0.0556739	0.0101396	0.123278	0.455448	0.98783	2.43344	2.907401
