Iteration	Posterior	Likelihood	Prior	alpha_data_bin	br_len_lambda	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	br_lens[44]	br_lens[45]	br_lens[46]	br_lens[47]	rates_data_bin[1]	rates_data_bin[2]	rates_data_bin[3]	rates_data_bin[4]	tree_length
710	-1932.45	-1947.31	14.8585	1.377636	15.2821	0.0349257	0.00128052	0.0238233	0.0712855	0.0319177	0.0194384	0.0773973	0.0424446	0.0238288	0.0160436	0.0206088	0.156031	0.00150326	0.0497262	0.15663	0.0395202	0.0123975	0.0346658	0.0222346	5.07411e-05	0.0456222	0.0848971	0.10888	0.0544032	0.0423002	0.0244304	0.254957	0.0942816	0.0730052	0.0458419	0.0112295	0.0419872	0.060826	0.0840066	0.0473294	0.0963817	0.0247376	0.0933767	0.0997376	0.000142776	0.344668	0.143882	0.105493	0.0347647	0.0458025	0.0592119	0.0295442	0.205786	0.566835	1.04235	2.18503	2.987493
720	-1935.88	-1948.63	12.7419	1.015371	19.94651	0.0484621	0.00113301	0.0457913	0.0424847	0.058959	0.0418703	0.0638104	0.0885579	0.0612781	0.0531106	0.0345373	0.110483	0.00191373	0.0384657	0.148383	0.0452916	0.012715	0.0468738	0.0332868	4.14547e-05	0.0339096	0.0687265	0.0790239	0.0544182	0.0880017	0.0396195	0.248431	0.105869	0.0920099	0.0465274	0.00425941	0.0920492	0.0185887	0.0340741	0.0158793	0.0980295	0.0365912	0.126963	0.0802189	0.000607487	0.222228	0.181986	0.112482	0.0128018	0.0427707	0.0619352	0.0185891	0.14001	0.481324	1.0025	2.37617	2.994039
730	-1938.63	-1949.73	11.0941	1.015462	12.45364	0.063533	0.00175513	0.0437466	0.070156	0.0281518	0.0355905	0.0751885	0.0972503	0.0234534	0.035884	0.0397468	0.124616	0.00405869	0.0581109	0.137822	0.0218651	0.0146714	0.049684	0.0572492	3.73416e-05	0.0549808	0.0366888	0.131496	0.0583398	0.103936	0.0792618	0.341131	0.218453	0.146716	0.00951903	0.00360093	0.144495	0.00762358	0.0660222	0.00838961	0.0242442	0.0113966	0.140759	0.0232679	0.000321112	0.305362	0.141767	0.0788124	0.0276891	0.0376629	0.0401091	0.0457552	0.140029	0.48135	1.00252	2.37611	3.27037
740	-1936.53	-1943.82	7.29739	0.7814343	10.73947	0.0631743	0.00155437	0.0507492	0.143604	0.0570281	0.116488	0.0299977	0.112257	0.0330554	0.0175502	0.0382742	0.0905663	0.00168352	0.0740241	0.135605	0.0531868	0.023017	0.0428788	0.019514	1.09689e-05	0.0338966	0.0311452	0.256163	0.153724	0.113461	0.0783553	0.401733	0.175848	0.029072	0.0172999	0.00354436	0.12956	0.0148339	0.0406866	0.0107476	0.0111319	0.0131071	0.114436	0.0142172	0.000564596	0.391981	0.126434	0.150271	0.0172953	0.0546525	0.0417685	0.0213766	0.0916024	0.39955	0.951675	2.55717	3.551525
750	-1932.63	-1943.24	10.611	1.152239	12.13003	0.0499648	0.00111643	0.0490259	0.0949402	0.065303	0.0720912	0.0493204	0.157929	0.0547135	0.0293795	0.0345325	0.106658	0.00161761	0.073707	0.159119	0.0739483	0.0228671	0.0530331	0.0259733	6.1269e-06	0.0526102	0.0293835	0.129851	0.0569043	0.142338	0.049141	0.399373	0.187874	0.0264221	0.0394217	0.00415172	0.0310524	0.0197801	0.0377884	0.0091577	0.0200767	0.0177608	0.194127	0.00982221	0.00177157	0.185081	0.175568	0.139984	0.0174789	0.0842978	0.0266754	0.0263507	0.166291	0.518172	1.02127	2.29427	3.289489
760	-1932.62	-1940.89	8.26978	1.266771	17.6954	0.03334	0.00317476	0.0335878	0.131993	0.0451543	0.0736999	0.0400607	0.0534838	0.0454489	0.0240413	0.0233171	0.135366	0.0054768	0.064375	0.130776	0.0204281	0.0336081	0.0616372	0.0402558	7.7359e-06	0.0632091	0.0392499	0.177667	0.114658	0.0991999	0.0891838	0.283654	0.221909	0.0137685	0.0380395	0.00875355	0.103517	0.0350111	0.0637355	0.0354486	0.0655312	0.0375217	0.212318	0.00861068	0.0032149	0.257843	0.13267	0.0809952	0.0227673	0.0456662	0.0327783	0.0346754	0.186945	0.544494	1.03318	2.23538	3.320829
770	-1936.09	-1948.31	12.2151	1.592239	13.84913	0.0575739	0.00248081	0.0516689	0.0924452	0.0732317	0.106324	0.038508	0.0394801	0.0231756	0.0242026	0.0210277	0.0757184	0.005219	0.0460986	0.13418	0.0453467	0.0235045	0.0643334	0.0226959	4.15206e-06	0.0342651	0.0405013	0.157866	0.0301029	0.139218	0.0942124	0.339131	0.214243	0.0389774	0.0610847	0.00457693	0.0693397	0.0565532	0.0513063	0.0522505	0.0768297	0.0351138	0.247005	0.0201762	0.00184655	0.0953602	0.149891	0.0457782	0.0374252	0.0738297	0.030628	0.0138027	0.239226	0.603223	1.05541	2.10214	3.158535
780	-1938.78	-1952.88	14.1057	0.8534898	11.6895	0.0549282	0.00142406	0.0375838	0.1107	0.0317474	0.0548336	0.0165795	0.0273479	0.0228965	0.0174479	0.0648116	0.0358554	0.00831201	0.0902847	0.0725969	0.0330581	0.00727371	0.0740594	0.0189818	4.53238e-06	0.0992941	0.0979034	0.166223	0.0283932	0.160064	0.0505933	0.357291	0.159959	0.0603655	0.0415091	0.00291584	0.0293268	0.0218899	0.0371323	0.0307895	0.0704956	0.0164135	0.258817	0.0281224	0.00177492	0.131264	0.118556	0.0504687	0.0523104	0.0964089	0.0285105	0.0213311	0.106879	0.42781	0.970741	2.49457	2.998851
790	-1928.76	-1943.57	14.8113	0.7874274	14.91705	0.0328586	0.000380171	0.0295692	0.105529	0.0204839	0.09862	0.02142	0.0349591	0.0177581	0.0233946	0.0285778	0.063486	0.00636838	0.0476102	0.0752478	0.0228196	0.00401606	0.0406125	0.0219357	2.20239e-06	0.0445146	0.0931728	0.189076	0.0144244	0.114983	0.0259449	0.471895	0.128828	0.097829	0.0527572	0.00103045	0.0573879	0.0211343	0.0157072	0.0251449	0.052685	0.021278	0.237806	0.077424	0.00366543	0.191104	0.254967	0.0518522	0.0151806	0.0523525	0.0218141	0.00244273	0.0928807	0.402023	0.953409	2.55169	3.032051
800	-1924.76	-1946.01	21.2574	0.6541277	17.68623	0.0371933	0.000355801	0.00691514	0.06987	0.060464	0.0657533	0.028458	0.107226	0.0171369	0.0129844	0.0204516	0.103218	0.00905713	0.0335392	0.112361	0.00606901	0.00102554	0.0330964	0.0265637	1.41107e-06	0.063641	0.0360187	0.0856701	0.017559	0.0596504	0.0144839	0.386417	0.106339	0.07927	0.039462	0.0046901	0.0578084	0.00661083	0.0526575	0.0217777	0.0511148	0.0326362	0.119411	0.123319	0.00518832	0.225931	0.137824	0.0540798	0.0105231	0.0601671	0.0120633	0.00552861	0.0644302	0.341058	0.906607	2.68791	2.621582
810	-1915.43	-1939.68	24.2537	0.3997867	18.25171	0.0634028	0.000177822	0.0619091	0.108259	0.0364006	0.0473535	0.0272244	0.067778	0.0253642	0.0278562	0.0166812	0.0606316	0.00802833	0.0495387	0.102607	0.014257	0.000516173	0.0469986	0.0325627	3.38912e-06	0.0444023	0.046732	0.0822329	0.0131808	0.142213	0.00876131	0.234056	0.0768639	0.0853636	0.0139389	0.0058817	0.0459823	0.00423283	0.0419307	0.0138659	0.0609076	0.0170994	0.187118	0.0188858	0.00536999	0.169897	0.227607	0.0229521	0.0137823	0.0654308	0.0113967	0.00734352	0.0166836	0.181597	0.73105	3.07067	2.464979
820	-1927.57	-1946.11	18.5391	0.4686839	19.3697	0.0717336	0.000519789	0.0685057	0.0955267	0.0302194	0.03718	0.0169694	0.046498	0.0131501	0.0227241	0.00781382	0.143243	0.0106818	0.0273346	0.109609	0.0346555	0.000412333	0.088474	0.0201395	1.35452e-05	0.0612548	0.0660943	0.076647	0.0730792	0.126353	0.0200971	0.390084	0.122456	0.126426	0.0102072	0.0108586	0.0529063	0.00665647	0.0135515	0.0224081	0.034282	0.00777516	0.264955	0.0223692	0.00597891	0.0980667	0.176962	0.037846	0.0228254	0.0254547	0.0126062	0.0132816	0.0277408	0.230981	0.796073	2.94521	2.746886
830	-1919.75	-1941.28	21.5293	0.621651	19.64899	0.0313846	0.000106882	0.0628201	0.101187	0.0201633	0.0273209	0.0477507	0.104609	0.0339881	0.0538164	0.00910892	0.0969479	0.00749207	0.0316988	0.0837081	0.026265	0.000235465	0.0643616	0.0324436	4.9194e-05	0.0440993	0.0549071	0.154606	0.0765461	0.102601	0.0243185	0.157849	0.10876	0.0800244	0.0105272	0.0671765	0.0454933	0.00457336	0.0093694	0.0148936	0.0491779	0.037282	0.28732	0.0153096	0.0107856	0.0649188	0.13607	0.0434422	0.0588132	0.0374744	0.00767511	0.0398055	0.057602	0.324095	0.891975	2.72633	2.579278
840	-1915.59	-1940.71	25.1256	0.4640456	17.0858	0.024142	7.39803e-05	0.0263374	0.0807995	0.0148437	0.0135907	0.0432527	0.0700101	0.0327447	0.0533283	0.0292045	0.0844633	0.0078084	0.0468673	0.0822451	0.0281499	0.000268588	0.0387314	0.0184727	2.87581e-05	0.0362456	0.074407	0.0751617	0.163058	0.095395	0.0220371	0.169532	0.10873	0.0790762	0.0133644	0.0317765	0.0429664	0.00205779	0.0129788	0.0459023	0.0546506	0.0473959	0.254498	0.0297885	0.0110223	0.0400371	0.13936	0.0467091	0.0332914	0.0619949	0.00761118	0.0160431	0.0269334	0.227797	0.792235	2.95303	2.410455
850	-1911.61	-1939.51	27.9017	0.3563324	15.1805	0.0291539	3.7426e-05	0.0524178	0.0580881	0.013323	0.017423	0.0619984	0.0816675	0.033966	0.0173802	0.0127394	0.0708689	0.012843	0.0306693	0.0785906	0.0144924	0.000428479	0.0338982	0.0242092	1.25112e-05	0.0269439	0.0473317	0.0889985	0.0933426	0.0960712	0.0332347	0.181587	0.0951296	0.100554	0.0145438	0.00477603	0.0305855	0.00383841	0.0266937	0.0100644	0.0257412	0.0236589	0.23566	0.0445317	0.00961255	0.0436409	0.139299	0.0308646	0.0254374	0.0647625	0.018814	0.0363203	0.0109512	0.148471	0.679349	3.16123	2.196245
860	-1914.07	-1939.38	25.3122	0.3880395	16.33423	0.0308034	0.000106775	0.0461	0.0801087	0.01624	0.0268024	0.0274757	0.0837235	0.0164514	0.0179467	0.00342916	0.074066	0.00463637	0.0415951	0.113816	0.0176084	0.000204081	0.0497347	0.0174004	7.12526e-06	0.0487678	0.0596379	0.162266	0.158332	0.134344	0.0340752	0.214756	0.111864	0.00899342	0.00625654	0.00313958	0.0480816	0.000659688	0.0232151	0.00677154	0.0417872	0.00653441	0.258021	0.0239958	0.0118728	0.0373064	0.148886	0.0842857	0.0215291	0.0384765	0.00732853	0.0249206	0.0150274	0.172766	0.718007	3.0942	2.39436
870	-1916.04	-1944.69	28.6579	0.5115483	18.35037	0.0200234	0.000164554	0.0280249	0.0577275	0.0767957	0.0600353	0.0310227	0.0302726	0.0170031	0.0169087	0.00556493	0.0824221	0.00508018	0.0279368	0.0629908	0.0153676	0.000199528	0.0409533	0.0121459	7.24755e-06	0.040193	0.0650541	0.117679	0.123994	0.0795415	0.0259367	0.222487	0.139699	0.00669582	0.0073574	0.00743493	0.0447727	0.00181033	0.0227383	0.00537396	0.0668516	0.00625546	0.257478	0.0163483	0.015629	0.0216244	0.137603	0.0818171	0.0308866	0.0361209	0.00425235	0.0420765	0.0355476	0.259388	0.828493	2.87657	2.218358
880	-1921.91	-1947.71	25.7975	0.5761393	20.33918	0.0301605	0.000246409	0.0409493	0.0718399	0.0197451	0.0510973	0.042895	0.058712	0.0151944	0.0438818	0.00668499	0.110121	0.00686591	0.0162851	0.0420613	0.0188382	0.00236981	0.0467048	0.0210703	3.72186e-06	0.0614678	0.0242416	0.124418	0.170956	0.0547872	0.0160895	0.241289	0.101657	0.00910998	0.00236728	0.00632551	0.0902291	0.00534948	0.0160669	0.00539546	0.0300129	0.021911	0.352275	0.0108704	0.01013	0.0359637	0.0974103	0.115592	0.0330705	0.0342457	0.0139902	0.0261796	0.0482271	0.298746	0.86864	2.78439	2.357127
890	-1928.58	-1944.74	16.1616	0.8810201	13.47335	0.031224	0.0002139	0.0552341	0.107547	0.0100035	0.0358496	0.0498264	0.077674	0.0077049	0.0196023	0.00862346	0.145224	0.00675364	0.0327631	0.0407243	0.024239	0.00648988	0.0205837	0.0307443	7.05387e-06	0.0447144	0.0398207	0.18535	0.179837	0.117931	0.0181332	0.234566	0.129525	0.012361	0.00207342	0.0225071	0.0801594	0.0099132	0.0187978	0.00354115	0.0424453	0.0267355	0.271357	0.0388211	0.016099	0.0624592	0.24008	0.103731	0.0468804	0.18582	0.0198609	0.0515712	0.112647	0.437818	0.977103	2.47243	2.916123
900	-1936.07	-1956.09	20.0225	1.12195	13.55503	0.0331826	0.000172912	0.0359899	0.0698248	0.0164541	0.035674	0.0502402	0.0240753	0.0137518	0.0159176	0.00781795	0.145774	0.00822004	0.0188571	0.0304515	0.0214625	0.00477278	0.10106	0.0264834	1.26611e-06	0.0641361	0.0696636	0.122298	0.0743255	0.159753	0.0122119	0.212321	0.140435	0.0200298	0.001671	0.0241707	0.0780221	0.0235221	0.0105916	0.00371401	0.0552782	0.0172539	0.092595	0.072193	0.0341965	0.0632087	0.190316	0.0965828	0.0184444	0.237659	0.0335394	0.0273861	0.160624	0.51057	1.01759	2.31121	2.615701
910	-1919.07	-1937.79	18.7137	0.7211407	16.94136	0.0415908	8.1367e-05	0.0408455	0.0900691	0.0422421	0.0727024	0.070003	0.0789297	0.0098444	0.0226225	0.0110984	0.0940784	0.0165957	0.0394606	0.085968	0.00883275	0.00702441	0.069837	0.0393541	7.42835e-07	0.0602991	0.0673233	0.139903	0.165941	0.122149	0.00886274	0.295964	0.108814	0.0113468	0.0053798	0.010773	0.0659847	0.0451764	0.0418218	0.00318838	0.095235	0.0346686	0.0387071	0.0584734	0.0100361	0.0668351	0.149182	0.0319118	0.0169179	0.234113	0.0277985	0.0144751	0.0787084	0.373336	0.932457	2.6155	2.772462
920	-1924.96	-1942.04	17.0841	0.6290504	15.0253	0.0421034	0.000103111	0.0462306	0.111546	0.118312	0.0708382	0.0336188	0.0605539	0.00556227	0.0188238	0.0102577	0.116803	0.0057692	0.0544175	0.0496986	0.0377101	0.00581006	0.0862905	0.0151932	4.58374e-07	0.0637431	0.0510672	0.13832	0.111705	0.0990721	0.00495381	0.236803	0.136073	0.0110159	0.0364754	0.0102555	0.0504497	0.105501	0.0310281	0.00288355	0.0694999	0.0379291	0.0660105	0.0692442	0.0264833	0.0889104	0.155375	0.0643671	0.030852	0.270831	0.0236532	0.00851951	0.0591496	0.32804	0.895446	2.71737	2.890664
930	-1933.51	-1944.77	11.2535	0.6153925	12.47008	0.0728489	6.32539e-05	0.0401574	0.0690815	0.0815721	0.0315941	0.0287677	0.0934404	0.0301506	0.0105604	0.0187704	0.15076	0.00669118	0.0385569	0.112076	0.0304574	0.0221247	0.0519876	0.0170576	2.77234e-06	0.0866215	0.0603228	0.0762544	0.366123	0.124161	0.00422211	0.199641	0.174955	0.0174366	0.0415617	0.0267159	0.0473941	0.0759917	0.0219738	0.0142483	0.0622081	0.0384296	0.0910498	0.0534718	0.0154176	0.096501	0.179501	0.0830574	0.0282849	0.367107	0.0125566	0.0181368	0.0562975	0.320721	0.888973	2.73401	3.290066
940	-1930.27	-1942.91	12.6407	0.9131813	14.0389	0.0674747	1.44501e-05	0.0737743	0.0820538	0.0383035	0.0547567	0.0233525	0.0746222	0.0229647	0.0100281	0.0254468	0.068864	0.00589299	0.0463299	0.113429	0.0186595	0.0223306	0.0328443	0.00530023	9.4361e-06	0.0433164	0.0666695	0.152038	0.134233	0.147937	0.00856728	0.262516	0.0907042	0.0496946	0.0356316	0.0391422	0.0304065	0.0837732	0.0473224	0.0148621	0.114664	0.053991	0.110018	0.0601738	0.034784	0.0788745	0.184147	0.167274	0.00866237	0.325548	0.0177276	0.0276301	0.119322	0.449005	0.98398	2.44769	3.176759
950	-1943.25	-1949.28	6.02713	1.038394	10.00992	0.0843799	3.3557e-05	0.0450173	0.089297	0.0602792	0.0772743	0.0483257	0.159502	0.0818486	0.0161017	0.0502311	0.0993048	0.00750382	0.0405197	0.156473	0.0560868	0.0281212	0.0236754	0.0144495	9.93243e-06	0.0549889	0.0751309	0.218896	0.16858	0.130439	0.00567746	0.329228	0.0917818	0.0376039	0.00622716	0.0324368	0.0617403	0.0462199	0.0789846	0.0142135	0.0713142	0.0676347	0.0915439	0.161673	0.0518953	0.0624105	0.138929	0.075921	0.00645948	0.291734	0.0328228	0.0529425	0.14455	0.487995	1.00608	2.36137	3.595863
960	-1933.73	-1941.98	8.24525	1.494724	11.70838	0.0477843	3.14999e-05	0.0520979	0.0951108	0.0265156	0.0485111	0.0334696	0.121618	0.0243862	0.0388375	0.0680059	0.103914	0.00544987	0.0609372	0.191578	0.0638761	0.00933005	0.0815683	0.0445726	8.60965e-06	0.0366949	0.123953	0.17645	0.148123	0.0777306	0.00957989	0.267286	0.195075	0.037738	0.019604	0.0144422	0.0625219	0.0581266	0.0494186	0.0168212	0.0448796	0.0247039	0.195478	0.075257	0.0592933	0.0618241	0.15932	0.0623847	0.0152563	0.297789	0.017061	0.0215272	0.224506	0.587676	1.05011	2.13771	3.445941
970	-1934.98	-1942.31	7.32714	1.097177	15.61945	0.0985977	7.81647e-05	0.0234954	0.14128	0.0211548	0.0386719	0.0254694	0.0801231	0.0221482	0.0132523	0.0533408	0.169819	0.00775616	0.0936377	0.162807	0.0313178	0.0146574	0.0636755	0.0176294	2.81527e-06	0.0780455	0.0754639	0.175475	0.139042	0.0688281	0.0180196	0.241304	0.171063	0.0666541	0.010402	0.0453287	0.0571919	0.0622657	0.0450992	0.0555421	0.0915139	0.0338956	0.119026	0.095862	0.026446	0.0725163	0.230542	0.0400567	0.0330637	0.26515	0.0189539	0.068825	0.155925	0.504131	1.0144	2.32554	3.484489
980	-1935.76	-1941.78	6.02501	1.026145	16.12791	0.0466897	0.000177678	0.0840454	0.0835077	0.0440037	0.0315277	0.0222083	0.0506921	0.00858876	0.0151239	0.0338272	0.0709737	0.0153275	0.073379	0.152717	0.0383678	0.0169473	0.0445282	0.0509082	8.32628e-06	0.024883	0.0428405	0.213278	0.154798	0.141503	0.0255412	0.283565	0.240986	0.0409935	0.00620286	0.0672417	0.0788575	0.0388554	0.0694924	0.0214634	0.0517817	0.0446617	0.074592	0.124643	0.0208524	0.0747707	0.253546	0.135273	0.031211	0.304187	0.0359287	0.0613286	0.142141	0.484472	1.0042	2.36919	3.546826
990	-1948.9	-1946.18	-2.72562	1.676808	8.389637	0.0277319	0.000396725	0.126467	0.0963546	0.0451518	0.0726219	0.0579199	0.0608336	0.0261529	0.0411568	0.0298431	0.126658	0.0155681	0.0554471	0.154617	0.0312619	0.0239665	0.0468626	0.0798021	8.86513e-06	0.0275946	0.0981795	0.255697	0.119343	0.186265	0.0461246	0.232613	0.161031	0.0399068	0.00365614	0.0613925	0.0772544	0.0362353	0.0703242	0.0455312	0.0536441	0.0675413	0.20139	0.0621514	0.0310404	0.206708	0.268672	0.133924	0.028745	0.534428	0.0559395	0.0827613	0.251389	0.615565	1.05931	2.07373	4.306917
1000	-1944.44	-1945.53	1.0936	2.15936	12.40485	0.0238443	0.000459676	0.0776145	0.0757737	0.0431881	0.0741982	0.0726518	0.119826	0.0181172	0.018018	0.0227242	0.112891	0.0163034	0.0546041	0.0349414	0.035873	0.0288087	0.107078	0.0630497	3.93213e-05	0.0375947	0.0866624	0.248681	0.203505	0.161999	0.0265966	0.350203	0.170301	0.0216045	0.0047076	0.0685114	0.0925976	0.0915646	0.0278354	0.110427	0.0362613	0.0590622	0.21611	0.0502857	0.0282921	0.16951	0.15625	0.139289	0.0182766	0.30598	0.0700353	0.0309645	0.311583	0.670956	1.07351	1.94395	3.983111
1010	-1939.2	-1944.03	4.83096	1.489073	9.850129	0.0374516	0.000766302	0.0421506	0.100268	0.0429461	0.0403997	0.0425137	0.125055	0.0271149	0.0145607	0.0183676	0.167584	0.00633328	0.0586317	0.0811353	0.0352985	0.0332042	0.100062	0.0190112	1.49794e-05	0.0800127	0.0334306	0.165173	0.161366	0.199343	0.0737126	0.143158	0.149823	0.0172165	0.00297012	0.0667911	0.0228298	0.0659385	0.0201128	0.0481084	0.0846616	0.0304114	0.160999	0.098112	0.0183518	0.104327	0.206698	0.144132	0.0629014	0.409719	0.0408023	0.0523692	0.22363	0.586727	1.04977	2.13987	3.656341
1020	-1944.35	-1946.75	2.40186	2.03188	14.47652	0.0807897	0.000423172	0.0717744	0.13222	0.0554248	0.0680603	0.0884993	0.131576	0.0530078	0.0797591	0.0319944	0.0858787	0.00480406	0.0510549	0.0891477	0.0471672	0.0461341	0.068042	0.0621004	1.06594e-05	0.0623551	0.0671611	0.171009	0.0611008	0.165507	0.0592276	0.0197533	0.158056	0.0300167	0.00344067	0.0523721	0.0340276	0.0732073	0.0268529	0.118015	0.0280378	0.0531636	0.200943	0.180468	0.0765028	0.115712	0.255733	0.102373	0.0182128	0.357311	0.0393218	0.0265809	0.297051	0.658362	1.07077	1.97382	3.804332
1030	-1930.04	-1939.91	9.86435	0.8997244	18.54609	0.0523454	0.000150432	0.0175195	0.142063	0.0768207	0.0541107	0.0254474	0.119212	0.0140431	0.0251923	0.0517098	0.0766459	0.00538988	0.0761956	0.182591	0.04534	0.0556968	0.0656918	0.0215525	1.43719e-05	0.0606626	0.0722114	0.152521	0.0260543	0.168556	0.0660829	0.0232091	0.131699	0.017431	0.0188881	0.0877786	0.0826415	0.0496981	0.0130403	0.0819151	0.0109864	0.0407348	0.0564101	0.275622	0.076442	0.0368615	0.233421	0.032399	0.00931481	0.225338	0.0257064	0.0287792	0.116538	0.444388	0.981172	2.4579	3.212137
1040	-1927.18	-1939.14	11.9613	1.209505	15.19123	0.0676778	0.000136194	0.0306155	0.17604	0.079494	0.0798791	0.0211652	0.0810479	0.0274309	0.0311208	0.0214493	0.0824812	0.00119653	0.064054	0.166987	0.0384906	0.0309083	0.058346	0.0198773	0.000109429	0.0423293	0.0699635	0.135407	0.00523536	0.148063	0.0294538	0.0392719	0.136714	0.0193504	0.0411779	0.0559636	0.0780391	0.050938	0.0456888	0.0484186	0.0117704	0.0229571	0.0765288	0.202102	0.104455	0.116376	0.228985	0.0349726	0.00638203	0.23727	0.0580728	0.0655022	0.176771	0.531787	1.02758	2.26386	3.189895
1050	-1937.56	-1946.64	9.07925	1.306723	13.57126	0.0784604	0.000268989	0.0766718	0.111216	0.0257255	0.0933104	0.013292	0.039107	0.0359341	0.0279488	0.0158455	0.0863972	0.00425431	0.0295031	0.0711539	0.0560861	0.0288488	0.113159	0.0407286	0.000222147	0.111676	0.0764227	0.226674	0.012924	0.0529163	0.0475522	0.0785646	0.183829	0.00601827	0.0106938	0.0887779	0.0562545	0.0456724	0.040083	0.111894	0.0127302	0.0164483	0.163509	0.266269	0.0647303	0.073305	0.325186	0.0542075	0.00784635	0.191365	0.0580728	0.07746	0.193863	0.552869	1.03672	2.21655	3.409215
1060	-1942.05	-1952.38	10.3334	0.9103082	15.46586	0.0540583	0.000296127	0.0720182	0.125152	0.0497705	0.100217	0.0192834	0.0747658	0.0411307	0.027265	0.0156082	0.0466273	0.00214586	0.0351816	0.0743345	0.0876117	0.0121644	0.0667948	0.0336949	0.000186837	0.0790849	0.0408294	0.176707	0.0113759	0.139812	0.104023	0.0570107	0.162842	0.0127879	0.0205029	0.0393422	0.06836	0.058963	0.0137297	0.133105	0.00961775	0.0263299	0.149063	0.248342	0.119406	0.0394235	0.199894	0.0521593	0.0105269	0.281273	0.0668734	0.0490558	0.118729	0.448027	0.983389	2.44986	3.308749
1070	-1925.22	-1931.11	5.88614	1.251765	9.541008	0.0750952	0.00108338	0.0602223	0.143551	0.050349	0.0651663	0.0174893	0.0748061	0.0220763	0.0357748	0.011164	0.115889	0.000919838	0.0512763	0.090228	0.0205502	0.014381	0.0922436	0.0427165	0.00033585	0.0321612	0.048485	0.254261	0.0167895	0.15281	0.0303813	0.0388092	0.171923	0.0480602	0.0276636	0.0677681	0.0465177	0.0602073	0.0414237	0.104068	0.00761569	0.0214092	0.107288	0.300985	0.0582393	0.0472773	0.232432	0.0995218	0.0129744	0.411317	0.0532039	0.0595808	0.184309	0.541247	1.03178	2.24266	3.53849
1080	-1933.28	-1939.73	6.44776	1.935124	15.97277	0.0536722	0.000942519	0.0491034	0.130496	0.112095	0.0727452	0.0196665	0.0366723	0.0503772	0.0212687	0.0223216	0.128896	0.00223179	0.0466038	0.142483	0.0078888	0.0297008	0.0778331	0.07265	0.000483496	0.042613	0.0640062	0.0685114	0.0136259	0.193503	0.0620302	0.0442966	0.207123	0.0253744	0.0205212	0.0382087	0.0762809	0.0167395	0.0365372	0.0844658	0.0120062	0.0116111	0.0634307	0.255816	0.106185	0.0856161	0.274606	0.0931732	0.0160517	0.405374	0.0487263	0.0268355	0.285405	0.647933	1.06828	1.99838	3.471401
1090	-1941.26	-1952.98	11.7126	1.46616	16.39834	0.0937227	0.00347962	0.0265783	0.0792577	0.0377943	0.0596999	0.0361009	0.0294403	0.0796271	0.0282252	0.0129282	0.103915	0.00277647	0.0362208	0.0989445	0.057377	0.0157429	0.0659692	0.0893425	8.05129e-05	0.0960995	0.0586655	0.102958	0.0183577	0.121695	0.0501536	0.0093526	0.145985	0.0257508	0.0209002	0.0638269	0.114454	0.0827041	0.028229	0.0486047	0.0183845	0.0335006	0.0386522	0.247251	0.0608686	0.192482	0.139026	0.0383006	0.0117267	0.271127	0.0541664	0.108578	0.220047	0.582825	1.04837	2.14876	3.159022
1100	-1942.19	-1955.09	12.9006	1.891552	11.52348	0.102405	0.00275672	0.040471	0.140212	0.0309612	0.0763	0.0408449	0.0510431	0.0222587	0.0141316	0.0166134	0.136428	0.00590159	0.0435141	0.137646	0.0679864	0.0139475	0.0664064	0.0591226	7.28385e-05	0.0910206	0.0831859	0.0746134	0.0439926	0.119395	0.143155	0.00365798	0.128944	0.0190518	0.0333107	0.0356249	0.0732773	0.0412077	0.0466392	0.070259	0.0176365	0.0347404	0.00618001	0.254414	0.0507052	0.067896	0.167635	0.0494137	0.00685768	0.218726	0.0227287	0.0277999	0.279976	0.642963	1.06702	2.01004	3.001091
1110	-1929.16	-1939.48	10.3269	1.662521	14.58898	0.0344081	0.00234961	0.0648336	0.121022	0.0655116	0.0756483	0.0422818	0.116212	0.0233295	0.036119	0.032102	0.121884	0.00216903	0.0604728	0.0793093	0.0437482	0.0144083	0.0653957	0.0316457	0.000438262	0.140531	0.0837264	0.153421	0.080176	0.0624693	0.0777845	0.00655564	0.118233	0.0491384	0.0519172	0.0348131	0.0621352	0.0322983	0.038921	0.0803523	0.00694253	0.0433876	0.00354903	0.220704	0.0699237	0.0444898	0.252286	0.162076	0.00981091	0.296949	0.0238061	0.0408094	0.249372	0.613548	1.05869	2.07839	3.280494
